,page,country,rev_id,quality,Population
5266,Marcus Weinberg,Germany,767346218,Start,83300000
5267,Rudolf Hilf,Germany,767563553,Stub,83300000
5268,Gerhard Wack,Germany,767692722,Stub,83300000
5269,Ernst Scheller,Germany,767960248,Stub,83300000
5270,Friedrich von Lindequist,Germany,768224894,Stub,83300000
5271,Norbert Holl,Germany,768541572,Stub,83300000
5272,Erwin Huber,Germany,768908245,Start,83300000
5273,Gert Haller,Germany,769044864,Stub,83300000
5274,Hans Knirsch,Germany,769202227,Start,83300000
5275,Carsten Schatz,Germany,769346360,Stub,83300000
5276,Sebastian Nerz,Germany,769731120,Start,83300000
5277,Rolf Dahlgrün,Germany,769789402,Stub,83300000
5278,Friedrich Aue,Germany,769822157,Stub,83300000
5279,Uwe Corsepius,Germany,769888374,Start,83300000
5280,Alexander Abusch,Germany,769903603,Start,83300000
5281,Georg Altner,Germany,770179393,Stub,83300000
5282,Philipp Wurzbacher,Germany,770179798,Stub,83300000
5283,Johann Appler,Germany,770179819,Stub,83300000
5284,Ulrike Poppe,Germany,770390471,Stub,83300000
5285,Otto Weinkamm,Germany,770595619,Stub,83300000
5286,Herbert Blankenhorn,Germany,770614696,Stub,83300000
5287,Willi Bloedorn,Germany,770616466,Stub,83300000
5288,Adele Schreiber-Krieger,Germany,770892968,Start,83300000
5289,Gustav Adolf Steengracht von Moyland,Germany,771009025,Stub,83300000
5290,Emil Wutzky,Germany,771228780,Stub,83300000
5291,Alexander Schalck-Golodkowski,Germany,771538484,Start,83300000
5292,Luise Koch,Germany,771725799,Start,83300000
5293,Gottfried Lessing,Germany,771777994,Start,83300000
5294,Wolfgang Müller von Königswinter,Germany,772947549,Start,83300000
5295,Heinz Galinski,Germany,773244543,Start,83300000
5296,Kurt Hiller,Germany,773387327,Start,83300000
5297,Mathilde Wurm,Germany,773387707,Start,83300000
5298,Georg Fein,Germany,773590892,Start,83300000
5299,Dieter Schulte,Germany,773830710,Stub,83300000
5300,Hermann Heller (legal scholar),Germany,773833368,Start,83300000
5301,Dietrich Wersich,Germany,773969972,Start,83300000
5302,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",Germany,774512928,Start,83300000
5303,Willy Hellpach,Germany,774935896,Start,83300000
5304,Hugo Haase,Germany,775254127,C,83300000
5305,Eduard Puricelli,Germany,775882013,Stub,83300000
5306,Hans Leussink,Germany,776094556,Stub,83300000
5307,Hugo Eberlein,Germany,778110321,Start,83300000
5308,Dietrich Schaeffer,Germany,778890745,Stub,83300000
5309,Muhterem Aras,Germany,779069854,Start,83300000
5310,Birgitt Bender,Germany,779069873,Stub,83300000
5311,Viola von Cramon-Taubadel,Germany,779069904,Start,83300000
5312,Hans-Jürgen Klein,Germany,779069993,Stub,83300000
5313,Eveline Lemke,Germany,779070026,Stub,83300000
5314,Malte Spitz,Germany,779070117,Stub,83300000
5315,Johann Wadephul,Germany,779207066,Start,83300000
5316,Karl-Günther von Hase,Germany,779486946,Start,83300000
5317,Axel Troost,Germany,779688110,C,83300000
5318,Richard von Kühlmann,Germany,779753875,C,83300000
5319,Paul Freiherr von Eltz-Rübenach,Germany,780983235,Stub,83300000
5320,Heiko von der Leyen,Germany,781004853,Stub,83300000
5321,Heinrich Schwarz (politician),Germany,781434866,Stub,83300000
5322,Werner E. Ablaß,Germany,781997919,Start,83300000
5323,Karl Ferdinand Abt,Germany,782018907,Stub,83300000
5324,Achim Gercke,Germany,782031885,Start,83300000
5325,Adolf Bauser,Germany,782061268,Start,83300000
5326,Hamide Akbayir,Germany,782142285,Start,83300000
5327,Alfred Kurella,Germany,782175646,Start,83300000
5328,Jakob Altmaier,Germany,782231692,Start,83300000
5329,Manfred Ewald,Germany,782281440,Start,83300000
5330,Anneliese Bläsing,Germany,782409420,Stub,83300000
5331,August David zu Sayn-Wittgenstein-Hohenstein,Germany,782561912,Stub,83300000
5332,Gerhard Frey (politician),Germany,782574872,Stub,83300000
5333,Otto Beck,Germany,782723804,Start,83300000
5334,Gerhard Besier,Germany,782784333,C,83300000
5335,Heinrich Beythien,Germany,782791185,Start,83300000
5336,Mahmut Özdemir,Germany,782993792,Start,83300000
5337,Heinrich Bretthorst,Germany,783025603,Start,83300000
5338,Friedrich Burmeister (politician),Germany,783096707,Stub,83300000
5339,Ludwig Camerarius,Germany,783131173,Start,83300000
5340,Carl Blumenreuter,Germany,783163972,Stub,83300000
5341,Carl Gottlieb Ehler,Germany,783164612,Start,83300000
5342,Andreas Baum,Germany,783246629,Stub,83300000
5343,Kai Gehring,Germany,783246647,Stub,83300000
5344,Herbert Rusche,Germany,783246653,Start,83300000
5345,Jean Baptista von Schweitzer,Germany,783352077,Start,83300000
5346,Julius von Mirbach,Germany,783432695,Stub,83300000
5347,Ludwig Scholz,Germany,783481889,Stub,83300000
5348,Georg Cracow,Germany,783602258,Start,83300000
5349,Martina Bunge,Germany,783748681,Stub,83300000
5350,Johann Hinkel,Germany,783944989,Stub,83300000
5351,Konstantin von Notz,Germany,784057010,Start,83300000
5352,Karl Weber (German politician),Germany,784092463,Stub,83300000
5353,Max Stadler,Germany,784104827,Stub,83300000
5354,Hedwig Dransfeld,Germany,784218040,Start,83300000
5355,Edwin Gebauer,Germany,784323619,Stub,83300000
5356,Franz Erwein von Schönborn-Wiesentheid,Germany,784444926,Start,83300000
5357,Heinrich Fleißner,Germany,784647257,Start,83300000
5358,Wilhelm Salomon Freund,Germany,784778350,Stub,83300000
5359,Michael Sommer,Germany,784803669,Start,83300000
5360,Michel Friedman,Germany,784825602,Start,83300000
5361,Martin Gauger,Germany,784890331,Stub,83300000
5362,Joseph Görres,Germany,785229231,C,83300000
5363,Eberhard Gothein,Germany,785232297,Start,83300000
5364,Gustav Böhrnsen,Germany,785318725,Start,83300000
5365,Eduard von Schele zu Schelenburg,Germany,785399343,Stub,83300000
5366,Manfred Bochmann,Germany,785406213,Start,83300000
5367,Kirsten Heisig,Germany,785431588,Start,83300000
5368,Jakob Heller,Germany,785439287,Stub,83300000
5369,Helmuth von Maltzahn,Germany,785442722,Start,83300000
5370,Oskar Hoffmann (politician),Germany,785666998,Stub,83300000
5371,Friedrich von Holstein,Germany,785875771,C,83300000
5372,Özcan Mutlu,Germany,785881228,Start,83300000
5373,Christian Gottfried Lorsch,Germany,785939380,Stub,83300000
5374,Leo Jogiches,Germany,786115833,FA,83300000
5375,Jürgen Möllemann,Germany,786144359,Start,83300000
5376,Oliver Janich,Germany,786165402,Stub,83300000
5377,Wolfgang Heyl,Germany,786481130,Stub,83300000
5378,Hildegard Burjan,Germany,786718438,C,83300000
5379,Fritz Wolffheim,Germany,786789237,C,83300000
5380,Jenny Hirsch,Germany,786795539,Start,83300000
5381,Gottlob Johann Christian Kunth,Germany,786993416,Start,83300000
5382,Ludwig Landmann,Germany,787041244,Start,83300000
5383,Siegfried Lorenz (politician),Germany,787154518,Start,83300000
5384,Kurt Löwenstein,Germany,787200634,Start,83300000
5385,Karl von Müller,Germany,787349597,B,83300000
5386,Joseph Musiol,Germany,787352243,Start,83300000
5387,Gustav Neuring,Germany,787353268,Stub,83300000
5388,Otto Ballerstedt,Germany,787462640,C,83300000
5389,Otto Bickenbach,Germany,787462692,Stub,83300000
5390,H. Busso Peus,Germany,787506054,Stub,83300000
5391,Friedrich-Carl Peus,Germany,787506447,Stub,83300000
5392,Franz Seraph von Pfistermeister,Germany,787506524,Start,83300000
5393,Heribert Rech,Germany,787708048,Stub,83300000
5394,Ludwig von Rochau,Germany,787817127,Start,83300000
5395,Gerhard Roßbach,Germany,787862118,Start,83300000
5396,Rudolf Brinkmann (Secretary of State),Germany,787884459,Start,83300000
5397,Rudolf Herrnstadt,Germany,787884613,Start,83300000
5398,Jörg Schönbohm,Germany,788120530,Stub,83300000
5399,Elisabeth Schwarzhaupt,Germany,788130527,Start,83300000
5400,Stefan Kaufmann (politician),Germany,788234980,C,83300000
5401,Sigismund von Götzen,Germany,788257097,Stub,83300000
5402,Richard Kunze,Germany,788294002,C,83300000
5403,Paul Spiegel,Germany,788411315,Start,83300000
5404,Anna Strohsahl,Germany,788503114,C,83300000
5405,Eberhard Taubert,Germany,788567507,Stub,83300000
5406,Philipp Murmann,Germany,788603386,Start,83300000
5407,Stanislaw Trabalski,Germany,788809621,C,83300000
5408,Holger Krahmer,Germany,788845132,Stub,83300000
5409,Joachim Zeller,Germany,788845217,Start,83300000
5410,Sabine Lösing,Germany,788845602,Stub,83300000
5411,Sabine Verheyen,Germany,788845608,Start,83300000
5412,Sabine Wils,Germany,788845615,Start,83300000
5413,Vural Öger,Germany,788845744,Stub,83300000
5414,Lissy Gröner,Germany,788848635,Start,83300000
5415,Johanna Grund,Germany,788848714,Start,83300000
5416,Clara Bohm-Schuch,Germany,788848992,Start,83300000
5417,Walter Dirks,Germany,788924441,Stub,83300000
5418,Eberhard von Danckelmann,Germany,788983826,Start,83300000
5419,Johann Wittenborg,Germany,788989485,Start,83300000
5420,Karin Wolff,Germany,788990781,Start,83300000
5421,Julia Bonk,Germany,789065452,Start,83300000
5422,Angelika Brunkhorst,Germany,789202437,Stub,83300000
5423,Anja Hajduk,Germany,789252954,C,83300000
5424,Hermann Baranowski,Germany,789278247,Stub,83300000
5425,Siegmund Glücksmann,Germany,789333355,C,83300000
5426,Anton Geiss,Germany,789450960,Stub,83300000
5427,Alfred Hugenberg,Germany,789468066,B,83300000
5428,Katina Schubert,Germany,789528210,Start,83300000
5429,Werner Schulz,Germany,789614216,Stub,83300000
5430,Lucy Redler,Germany,789652348,C,83300000
5431,Johan Rantzau,Germany,789716106,Start,83300000
5432,Manfred Bruns,Germany,789763952,Stub,83300000
5433,Auguste Schmidt,Germany,790061441,Start,83300000
5434,Michaele Schreyer,Germany,790101631,Start,83300000
5435,Heike Wilms-Kegel,Germany,790101960,Stub,83300000
5436,Hilde Schramm,Germany,790102017,Start,83300000
5437,Melanie Oßwald,Germany,790102060,Stub,83300000
5438,Sarah Sorge,Germany,790102118,Stub,83300000
5439,Jutta Limbach,Germany,790102375,C,83300000
5440,Sibyll-Anka Klotz,Germany,790106558,Stub,83300000
5441,Monika Harms,Germany,790106635,Start,83300000
5442,Andrea Ypsilanti,Germany,790106666,Start,83300000
5443,Franziska Drohsel,Germany,790106866,Stub,83300000
5444,Käte Strobel,Germany,790107432,Start,83300000
5445,Evelyn Haas,Germany,790108471,Start,83300000
5446,Maria Probst,Germany,790108624,Start,83300000
5447,Elisabeth Selbert,Germany,790109380,Start,83300000
5448,Jutta Oesterle-Schwerin,Germany,790109585,Stub,83300000
5449,Karin von Welck,Germany,790110416,Start,83300000
5450,Susanne Graf,Germany,790112018,Start,83300000
5451,Gabriele Wülker,Germany,790112356,Stub,83300000
5452,Marie Baum,Germany,790112514,Stub,83300000
5453,Katharina Nocun,Germany,790113305,Start,83300000
5454,Klara Barth,Germany,790114417,Stub,83300000
5455,Luise Kautsky,Germany,790114742,Stub,83300000
5456,Sevim Çelebi-Gottschlich,Germany,790114971,Start,83300000
5457,Lencke Steiner,Germany,790135908,Start,83300000
5458,Monika Wulf-Mathies,Germany,790136273,Stub,83300000
5459,Christine Haderthauer,Germany,790136341,Stub,83300000
5460,Katharina Focke,Germany,790136599,Start,83300000
5461,Lothar Späth,Germany,790156799,Start,83300000
5462,Michael Kauch,Germany,790219431,Start,83300000
5463,Christoph Ernst von Houwald,Germany,790340345,Start,83300000
5464,Kurt Bürger,Germany,790443243,Stub,83300000
5465,Fritz Gäbler,Germany,790444050,Stub,83300000
5466,Günter Baum,Germany,790519529,Stub,83300000
5467,Barbara Petzold,Germany,790610839,Stub,83300000
5468,Ruth Fuchs,Germany,790610917,Start,83300000
5469,Heike Drechsler,Germany,790610941,C,83300000
5470,Elly Winter,Germany,790611002,Start,83300000
5471,Lotte Ulbricht,Germany,790611019,Start,83300000
5472,Luise Kähler,Germany,790611040,C,83300000
5473,Sylvia-Yvonne Kaufmann,Germany,790611077,Start,83300000
5474,Barbara Hendricks (politician),Germany,790611187,C,83300000
5475,Ferdinand von Bredow,Germany,790650313,C,83300000
5476,Jutta Ditfurth,Germany,790735086,Start,83300000
5477,Martin Bangemann,Germany,790763812,Start,83300000
5478,Stefan Körner,Germany,790773894,Stub,83300000
5479,Jakob Friedrich von Bielfeld,Germany,790795907,Stub,83300000
5480,John Ehret,Germany,790898849,Start,83300000
5481,Karin Evers-Meyer,Germany,790970624,Start,83300000
5482,Gerhard Mayer-Vorfelder,Germany,791011855,Start,83300000
5483,Sophie Liebknecht,Germany,791143822,Start,83300000
5484,Herbert von Bose,Germany,791151201,B,83300000
5485,Bernd Hüttemann,Germany,791185062,Start,83300000
5486,Anton Ackermann,Germany,791194074,Start,83300000
5487,Bettina Herlitzius,Germany,791262865,Start,83300000
5488,Gunhild Hoffmeister,Germany,791267235,Start,83300000
5489,Ilona Slupianek,Germany,791268484,Start,83300000
5490,Karl Otto Paetel,Germany,791394586,Stub,83300000
5491,Johann von Leuchselring,Germany,791438265,Stub,83300000
5492,Alfred Müller-Armack,Germany,791531948,Stub,83300000
5493,Richard Schauffele,Germany,791548986,C,83300000
5494,Max von Oppenheim,Germany,791634849,B,83300000
5495,Arthur Goldstein,Germany,792076847,Start,83300000
5496,Bruno Vogel,Germany,792496144,Start,83300000
5497,Caio Koch-Weser,Germany,792838312,Start,83300000
5498,Udo Voigt,Germany,792839541,Start,83300000
5499,Omid Nouripour,Germany,792953380,C,83300000
5500,Yasmin Fahimi,Germany,792953388,Start,83300000
5501,Maria Noichl,Germany,793006386,Stub,83300000
5502,Franz Oppenhoff,Germany,793052019,C,83300000
5503,Andreas Bausewein,Germany,793444890,Start,83300000
5504,Josef Ackermann (politician),Germany,793794392,Start,83300000
5505,Jörg Dräger,Germany,793841355,C,83300000
5506,Paul Schiemann,Germany,793983174,Start,83300000
5507,Werner Grossmann,Germany,794146332,Stub,83300000
5508,Christian Ahrendt,Germany,794156547,Stub,83300000
5509,Christian Mathias Schröder,Germany,794167841,Start,83300000
5510,Christine Teusch,Germany,794201756,Start,83300000
5511,Günter Verheugen,Germany,794334554,C,83300000
5512,Nico Marquardt,Germany,794833110,C,83300000
5513,Irene Epple,Germany,794953233,Start,83300000
5514,Karl Wilhelm Berkhan,Germany,794995967,Stub,83300000
5515,Gerhart M. Riegner,Germany,795025304,Start,83300000
5516,Ernst Henrici,Germany,795206556,B,83300000
5517,Marie Schlei,Germany,795293124,Start,83300000
5518,Heinrich Brüning,Germany,795564667,C,83300000
5519,Stephan Ernst Johann Mayer,Germany,795751771,Start,83300000
5520,Henriette Reker,Germany,795939150,C,83300000
5521,Philipp Wasserburg,Germany,795941949,Start,83300000
5522,Charlotte Knobloch,Germany,796360412,Start,83300000
5523,Aygül Özkan,Germany,796360638,Start,83300000
5524,Karl Harrer,Germany,796410342,Start,83300000
5525,Lina Morgenstern,Germany,796418409,Start,83300000
5526,Eugen Leviné,Germany,796572129,Start,83300000
5527,Johann Viktor Bredt,Germany,796893472,Stub,83300000
5528,Werner Scholem,Germany,796964939,C,83300000
5529,Rudolf Bahro,Germany,797043131,B,83300000
5530,Ignatz Bubis,Germany,797061746,Start,83300000
5531,Carsten Linnemann,Germany,797155740,Start,83300000
5532,Cemile Giousouf,Germany,797162545,C,83300000
5533,Felix Lichnowsky,Germany,797402657,Start,83300000
5534,Anita Tack,Germany,797634817,Start,83300000
5535,Friedrich Harkort,Germany,797699546,Stub,83300000
5536,Paul Fugger von Kirchberg und Weißenhorn,Germany,797715541,Stub,83300000
5537,Käthe Schirmacher,Germany,797730504,Start,83300000
5538,Hermann Eduard von Holst,Germany,797804132,C,83300000
5539,André Poggenburg,Germany,797877388,Start,83300000
5540,Johannes Kahrs (politician),Germany,798092549,C,83300000
5541,Günter Schabowski,Germany,798102254,GA,83300000
5542,Bernd Heynemann,Germany,798256520,Stub,83300000
5543,Ehrengard Schramm,Germany,798493083,Stub,83300000
5544,Annette Kolb,Germany,798494662,Stub,83300000
5545,Helene Weigel,Germany,798602835,Start,83300000
5546,Leif-Erik Holm,Germany,798617016,Stub,83300000
5547,Theodor Olshausen,Germany,798687410,Start,83300000
5548,Sebastian Seiler,Germany,798689600,Start,83300000
5549,Gustav Struve,Germany,798690668,C,83300000
5550,Richard Kaselowsky (died 1921),Germany,798731142,Stub,83300000
5551,Aenne Brauksiepe,Germany,798741668,Stub,83300000
5552,"Hans, Count von Bülow",Germany,798768380,C,83300000
5553,Elly Heuss-Knapp,Germany,798840042,Start,83300000
5554,Peter Feldmann,Germany,798847745,C,83300000
5555,Hauke Jagau,Germany,798848462,Stub,83300000
5556,Lutz Heilmann,Germany,798848775,C,83300000
5557,Marion Schick,Germany,798896011,Stub,83300000
5558,Willy Damson,Germany,799094340,Start,83300000
5559,Johanna Ludewig,Germany,799275937,Start,83300000
5560,Lothar Bisky,Germany,799322164,C,83300000
5561,Ulle Schauws,Germany,799373041,Stub,83300000
5562,Kurt Eisner,Germany,799610645,C,83300000
5563,Viktor Külföldi,Germany,799780288,Start,83300000
5564,Gero Storjohann,Germany,799875619,Start,83300000
5565,Erich Klausener,Germany,799895566,Start,83300000
5566,Dieter Sauberzweig,Germany,799896287,Start,83300000
5567,Clara Zetkin,Germany,799943437,C,83300000
5568,Dirk Hillbrecht,Germany,800024505,Stub,83300000
5569,Hans Modrow,Germany,800064311,Start,83300000
5570,Egon Krenz,Germany,800064644,C,83300000
5571,Hans Paasche,Germany,800746862,Start,83300000
5572,Sevim Dağdelen,Germany,800792154,Start,83300000
5573,Matthias Platzeck,Germany,801059621,C,83300000
5574,Ernst Wilhelm von Schlabrendorf,Germany,801179457,Stub,83300000
5575,Oskar Lafontaine,Germany,801217590,C,83300000
5576,Ekin Deligöz,Germany,801239829,Start,83300000
5577,Wilhelm Gustloff,Germany,801240918,Start,83300000
5578,Klaus Lederer,Germany,801275537,Stub,83300000
5579,Wolfgang Schulhoff,Germany,801282145,Stub,83300000
5580,Karl Heinrich von Hoym,Germany,801427027,Start,83300000
5581,Edmund Stoiber,Germany,801616879,C,83300000
5582,Gerd Bollmann,Germany,801676067,Stub,83300000
5583,Bruno Apitz,Germany,801779717,Start,83300000
5584,Friedrich Wolf (writer),Germany,801788081,C,83300000
5585,Alexandra Prinzessin von Hannover,Germany,801897650,Start,83300000
5586,Ernst Bollmann,Germany,801978182,Stub,83300000
5587,Udo Pastörs,Germany,802155512,Start,83300000
5588,Alfred Roth,Germany,802209817,B,83300000
5589,Joss Fritz,Germany,802292425,Stub,83300000
5590,Anke Spoorendonk,Germany,802384956,Start,83300000
5591,Bärbel Dieckmann,Germany,802453212,Start,83300000
5592,Gerhard Schick,Germany,802453323,Start,83300000
5593,Heinz Fenrich,Germany,802453665,Stub,83300000
5594,Christel Augenstein,Germany,802455145,Stub,83300000
5595,Else Schmitt,Germany,802456670,Stub,83300000
5596,Georg Nusch,Germany,802456930,Stub,83300000
5597,Inge Hannemann,Germany,802457043,C,83300000
5598,Ramona Pop,Germany,802473225,Start,83300000
5599,Jörg Meuthen,Germany,802515676,Stub,83300000
5600,Friedrich Thielen,Germany,802553725,Stub,83300000
5601,Adolf von Thadden,Germany,802554010,B,83300000
5602,Martin Mussgnug,Germany,802554722,Start,83300000
5603,Günter Deckert,Germany,802554795,C,83300000
5604,Wolfgang Gerhardt,Germany,802697565,Start,83300000
5605,Julia Schramm,Germany,802805085,Stub,83300000
5606,Rudolf Hilferding,Germany,802892092,GA,83300000
5607,Johann Baptist Gradl,Germany,802935864,Start,83300000
5608,Hugh Bronson,Germany,803001112,Stub,83300000
5609,Angelika Beer,Germany,803106263,Stub,83300000
5610,Bernd Fabritius,Germany,803113076,C,83300000
5611,Bernd Riexinger,Germany,803197337,Start,83300000
5612,Burkhard Lischka,Germany,803236744,Start,83300000
5613,Nils Schmid,Germany,803239531,Start,83300000
5614,Filiz Polat,Germany,803239903,Start,83300000
5615,Volker Beck (politician),Germany,803350521,C,83300000
5616,"Philipp, Prince of Eulenburg",Germany,803431766,FA,83300000
5617,Karl von Spreti,Germany,803521362,Start,83300000
5618,Paul Singer (politician),Germany,803622762,Stub,83300000
5619,Johann Heermann (politician),Germany,803654496,Stub,83300000
5620,Edmund Heines,Germany,803669976,Start,83300000
5621,Oskar von Hindenburg,Germany,803783591,C,83300000
5622,Dieter Althaus,Germany,803846864,Start,83300000
5623,Mayer Carl von Rothschild,Germany,803986413,Stub,83300000
5624,Sahra Wagenknecht,Germany,803994547,C,83300000
5625,Christian Friedrich Baz,Germany,804224047,Start,83300000
5626,Ruth Fischer,Germany,804293916,C,83300000
5627,Friedrich Bolte,Germany,804303839,Stub,83300000
5628,Fritz Eberhard,Germany,804325353,C,83300000
5629,Fritz Hellwig,Germany,804325962,C,83300000
5630,Herbert Weichmann,Germany,804379877,Start,83300000
5631,Eva Lohse,Germany,804458969,Start,83300000
5632,Bernd Lucke,Germany,804680901,C,83300000
5633,Bertram von Sturm,Germany,804701901,Start,83300000
5634,Theodor Haubach,Germany,804742168,Start,83300000
5635,Walter Hallstein,Germany,804935124,FA,83300000
5636,Karl Heinrich von Boetticher,Germany,804952761,Start,83300000
5637,Ludwig von Lützow (politician),Germany,804957332,Stub,83300000
5638,Eugen Kogon,Germany,804978163,C,83300000
5639,Gert Bastian,Germany,805082796,Start,83300000
5640,Friedrich von Gentz,Germany,805150890,B,83300000
5641,Cem Özdemir,Germany,805208048,C,83300000
5642,Burkhard Hirsch,Germany,805328033,Start,83300000
5643,Erich Honecker,Germany,805411992,FA,83300000
5644,Gesine Lötzsch,Germany,805416381,Start,83300000
5645,Karin Seehofer,Germany,805421961,Stub,83300000
5646,Michael Roth (politician),Germany,805444185,C,83300000
5647,Ursula Caberta,Germany,805618527,C,83300000
5648,Andrea Wolf,Germany,805663286,Stub,83300000
5649,Andreas Gottschalk,Germany,805697724,Stub,83300000
5650,Eugen von Knilling,Germany,805727034,Start,83300000
5651,Steffen Heitmann,Germany,805739076,C,83300000
5652,Canan Bayram,Germany,805751874,C,83300000
5653,Helga Zepp-LaRouche,Germany,805762699,C,83300000
5654,Manfred Kanther,Germany,805876384,Start,83300000
5655,Gabriele Pauli,Germany,805889437,Start,83300000
5656,Michael Poeschke,Germany,806017883,Start,83300000
5657,Ingo Wellenreuther,Germany,806063043,Stub,83300000
5658,Harry Tisch,Germany,806167352,Stub,83300000
5659,Heinz Kessler,Germany,806190486,C,83300000
5660,Lotte Toberentz,Germany,806214024,Start,83300000
5661,Matthias Erzberger,Germany,806226354,C,83300000
5662,Hermann von Stengel,Germany,806247924,Start,83300000
5663,Karl-Günther Heimsoth,Germany,806270442,C,83300000
5664,Alice Weidel,Germany,806288008,C,83300000
5665,Birgitta Wolff,Germany,806368515,C,83300000
5666,Christine Hohmann-Dennhardt,Germany,806374055,C,83300000
5667,Franz Schönhuber,Germany,806374873,Start,83300000
5668,Karl Ravens,Germany,806426171,Stub,83300000
5669,Aydan Özoğuz,Germany,806537690,GA,83300000
5670,Gertrud Scholtz-Klink,Germany,806549566,C,83300000
5671,Walter Scheel,Germany,806701514,C,83300000
5672,Erich Mielke,Germany,806706801,FA,83300000
5673,Jens Spahn,Germany,806777881,C,83300000
5674,Alexander Gauland,Germany,806857666,C,83300000
5675,Guido Westerwelle,Germany,806964521,GA,83300000
5676,Agnieszka Brugger,Germany,806978659,Start,83300000
5677,Reinhard Bütikofer,Germany,806981371,C,83300000
5678,Heinz Rutha,Germany,807103034,B,83300000
5679,Frauke Petry,Germany,807114289,GA,83300000
5680,Adolf Hitler,Germany,807136349,FA,83300000
5681,Gisela Stuart,Germany,807145375,C,83300000
5682,Karl Liebknecht,Germany,807156495,C,83300000
5683,Arthur Rosenberg,Germany,807171037,C,83300000
5684,Walther Rathenau,Germany,807172229,C,83300000
5685,Gustav Trunk,Germany,807172857,Stub,83300000
5686,Beatrix von Storch,Germany,807244420,C,83300000
5687,Rudolf Hess,Germany,807278439,FA,83300000
5688,Günther Oettinger,Germany,807282448,C,83300000
5689,Ernst Toller,Germany,807387746,C,83300000
5690,Ernst Röhm,Germany,807403760,C,83300000
5691,Eduard Bernstein,Germany,807405873,C,83300000
5692,Angela Merkel,Germany,807436179,GA,83300000
5693,Rosa Luxemburg,Germany,807447058,FA,83300000
5694,Ralf Dahrendorf,Germany,807455062,C,83300000
5695,Joseph Goebbels,Germany,807456220,FA,83300000
5696,Hakkı Keskin,Germany,807480590,Start,83300000
5697,Raspicious Dzanjalimodzi,Malawi,532253442,Stub,19130000
5698,Lucius Banda,Malawi,709850088,Start,19130000
5699,Nasser Kara,Malawi,714906746,Start,19130000
5700,Ibrahim Matola,Malawi,719536920,Start,19130000
5701,Peter Mwanza,Malawi,719685226,Start,19130000
5702,Yunus Mussa,Malawi,719689714,Start,19130000
5703,Samuel Mpasu,Malawi,720495219,Start,19130000
5704,Reen Kachere,Malawi,720505980,Stub,19130000
5705,Enoch Chihana,Malawi,720506297,Stub,19130000
5706,Kingsely Namakhwa,Malawi,720536721,Stub,19130000
5707,Joe Manduwa,Malawi,720537726,Start,19130000
5708,Henry Mussa,Malawi,721563423,Stub,19130000
5709,Kondwani Nakhumwa,Malawi,722481332,Stub,19130000
5710,Richard Msowoya,Malawi,729581132,Stub,19130000
5711,Kenneth Thindwa,Malawi,735974904,Stub,19130000
5712,Percy Kachipande,Malawi,744587731,C,19130000
5713,Rodwell Munyenyembe,Malawi,751379537,Start,19130000
5714,Charles Kalemba,Malawi,753687726,Stub,19130000
5715,Patricia Kaliati,Malawi,757616363,Start,19130000
5716,Cassim Chilumpha,Malawi,758467079,C,19130000
5717,Harry Thomson (politician),Malawi,762227208,Start,19130000
5718,Ralph Jooma,Malawi,763703372,Stub,19130000
5719,Rafiq Hajat,Malawi,767247404,Start,19130000
5720,Yatuta Chisiza,Malawi,771062208,C,19130000
5721,Chrissie Mughogho,Malawi,772641941,Start,19130000
5722,Ralph Kasambara,Malawi,773049736,C,19130000
5723,Donton Samuel Mkandawire,Malawi,774229182,Start,19130000
5724,Ken Kandodo,Malawi,778607327,Start,19130000
5725,Khumbo Kachali,Malawi,778825551,C,19130000
5726,Jane Kambalame,Malawi,779396586,Stub,19130000
5727,Albert Muwalo,Malawi,782157936,B,19130000
5728,Vice-President of Malawi,Malawi,782713965,Stub,19130000
5729,Orton Chirwa,Malawi,783301267,C,19130000
5730,Willie Chokani,Malawi,783304398,C,19130000
5731,Margaret Roka Mauwa,Malawi,783425867,Stub,19130000
5732,Colin Cameron (Malawian politician),Malawi,785359351,C,19130000
5733,John Bande,Malawi,785381714,Stub,19130000
5734,Justin Malewezi,Malawi,787200884,Start,19130000
5735,Friday Jumbe,Malawi,787991526,Start,19130000
5736,Grain Malunga,Malawi,788069341,Stub,19130000
5737,Aleke Banda,Malawi,788256607,Start,19130000
5738,Maxwell Mkwezalamba,Malawi,788467423,Start,19130000
5739,Annie Chidzira Muluzi,Malawi,789341804,Start,19130000
5740,Anthony Kamanga,Malawi,789409106,C,19130000
5741,Nancy Tembo,Malawi,789967930,Stub,19130000
5742,Lilian Patel,Malawi,789968178,Stub,19130000
5743,Kamangadazi Chambalo,Malawi,790006196,Stub,19130000
5744,Anita Kalinde,Malawi,790006252,Start,19130000
5745,Steven Kamwendo,Malawi,790006256,Stub,19130000
5746,Lucious Grandson Kanyumba,Malawi,790006260,Start,19130000
5747,Davis Katsonga,Malawi,790006261,Stub,19130000
5748,Moses Kunkuyu,Malawi,790006275,Stub,19130000
5749,Steven Malamba,Malawi,790006280,Stub,19130000
5750,Sidik Mia,Malawi,790006291,Start,19130000
5751,Chimango Mughogho,Malawi,790006312,Stub,19130000
5752,Theresa Gloria Mwale,Malawi,790006349,Stub,19130000
5753,Cornelius Mwalwanda,Malawi,790006352,Start,19130000
5754,Fraser Nihorya,Malawi,790006358,Stub,19130000
