,page,country,rev_id,quality,Population
39100,Albert Apponyi,Austria,789294359,C,8914000
39101,Franziska Donner,Austria,789497885,C,8914000
39102,Prince Felix of Schwarzenberg,Austria,789662486,C,8914000
39103,"Theodor Franz, Count Baillet von Latour",Austria,789945028,Start,8914000
39104,"Maximilian Anton Karl, Count Baillet de Latour",Austria,789945080,Start,8914000
39105,Hilde Zach,Austria,790410826,Stub,8914000
39106,Rosa Ecker,Austria,790410853,Stub,8914000
39107,Maria Fekter,Austria,790422951,Start,8914000
39108,Baron Anton von Doblhoff-Dier,Austria,790649464,Stub,8914000
39109,Ernst Streeruwitz,Austria,790655625,Stub,8914000
39110,Erich Bielka,Austria,790656951,Stub,8914000
39111,Erwin Lanc,Austria,790657072,Stub,8914000
39112,Ignaz Czapka,Austria,790845097,Stub,8914000
39113,Johann Kaspar von Seiller,Austria,790845222,Stub,8914000
39114,Rudolf Prikryl,Austria,790853155,Start,8914000
39115,Marilies Flemming,Austria,790979017,Start,8914000
39116,Ernst Strasser,Austria,790979710,Start,8914000
39117,Walter Pfrimer,Austria,791231315,B,8914000
39118,Liese Prokop,Austria,791282875,Start,8914000
39119,Leopold Poetsch,Austria,791639312,Stub,8914000
39120,Margot Klestil-Löffler,Austria,791908476,Start,8914000
39121,Andreas Zelinka,Austria,792114738,Start,8914000
39122,Wladimir von Pawlowski,Austria,793211851,Stub,8914000
39123,"Leopold, Count von Thun und Hohenstein",Austria,793216415,C,8914000
39124,Rudolf Kirchschläger,Austria,793991094,C,8914000
39125,Christoph Matznetter,Austria,794211700,Start,8914000
39126,Hartmann Lauterbacher,Austria,794330078,C,8914000
39127,Christoph Chorherr,Austria,794504848,Stub,8914000
39128,Count Leopold Berchtold,Austria,795346991,C,8914000
39129,Julius Anton Glaser,Austria,796342862,C,8914000
39130,Joseph Unger,Austria,796342999,Start,8914000
39131,Maximilian Ulrich von Kaunitz,Austria,796702613,Start,8914000
39132,Count Karl Sigmund von Hohenwart,Austria,797037653,B,8914000
39133,Gertraud Wagner-Schöppl,Austria,797051931,Stub,8914000
39134,Count Wenzel Chotek of Chotkow and Wognin,Austria,797396001,Start,8914000
39135,"Georg Adam, Prince of Starhemberg",Austria,797485827,C,8914000
39136,Frank Stronach,Austria,797686709,C,8914000
39137,Richard Schmitz,Austria,798228125,Stub,8914000
39138,Johann Anton von Pergen,Austria,798419974,C,8914000
39139,Leopold Hasner von Artha,Austria,798874122,Stub,8914000
39140,Anton von Schmerling,Austria,798988520,C,8914000
39141,"Franz Stadion, Count von Warthausen",Austria,799423460,Stub,8914000
39142,Barbara Prammer,Austria,799512099,Start,8914000
39143,Käthe Leichter,Austria,799626262,C,8914000
39144,Cesare Battisti (politician),Austria,799689842,C,8914000
39145,Heinz Nittel,Austria,799719061,Stub,8914000
39146,Robert Lichal,Austria,800555598,Start,8914000
39147,Edith Klestil,Austria,801058666,Stub,8914000
39148,Theresia Haidlmayr,Austria,801086709,Stub,8914000
39149,Elisabeth Grossmann,Austria,801185447,Stub,8914000
39150,"Wenzel Anton, Prince of Kaunitz-Rietberg",Austria,801397034,C,8914000
39151,Hans Peter Haselsteiner,Austria,802307911,Start,8914000
39152,Ewald Nowotny,Austria,802412133,Start,8914000
39153,Heinrich Ritter von Kogerer,Austria,802423135,Stub,8914000
39154,Anton Füster,Austria,802500507,Start,8914000
39155,Karin Gastinger,Austria,802655774,Stub,8914000
39156,Friedrich Adler (politician),Austria,802737930,C,8914000
39157,Fanny von Starhemberg,Austria,802749581,Start,8914000
39158,Carmen Schimanek,Austria,802973373,Stub,8914000
39159,Ferdinand Mannlicher,Austria,803753326,C,8914000
39160,Ludwig von Cobenzl,Austria,803932580,Start,8914000
39161,Karl Seitz,Austria,804128826,C,8914000
39162,Johann Georg von Hahn,Austria,804167074,Start,8914000
39163,Franz Koritschoner,Austria,804293961,Stub,8914000
39164,Rudolfine Steindling,Austria,804295688,Start,8914000
39165,Friedrich von Wieser,Austria,804309588,C,8914000
39166,Gabriele Heinisch-Hosek,Austria,804589528,C,8914000
39167,Ernst Seidler von Feuchtenegg,Austria,804952212,Stub,8914000
39168,Richard von Coudenhove-Kalergi,Austria,805037195,C,8914000
39169,Siegfried Nasko,Austria,805061980,Start,8914000
39170,Faika El-Nagashi,Austria,805275246,Stub,8914000
39171,Gerhard Skiba,Austria,805364149,Start,8914000
39172,Stefan Petzner,Austria,805468545,Start,8914000
39173,Barbara Rosenkranz,Austria,805481251,C,8914000
39174,Werner Faymann,Austria,805569890,GA,8914000
39175,Fritz Neugebauer,Austria,805576965,Stub,8914000
39176,Julian Schmid,Austria,805695788,Stub,8914000
39177,Wolfgang Schüssel,Austria,805858797,C,8914000
39178,Walter Schwimmer,Austria,805911917,Start,8914000
39179,Herbert Haupt,Austria,805924903,Stub,8914000
39180,Ulrike Lunacek,Austria,806103407,C,8914000
39181,Johanna Mikl-Leitner,Austria,806103560,Start,8914000
