,page,country,rev_id,quality,FIPS,Name,Type,TimeFrame,Data (M),Population
9365,Ernest Lucas Guest,Rhodesian,804101492,FA,,,,,,
9366,Godfrey Chidyausiku,Rhodesian,804650400,Start,,,,,,
9367,Richard Hope Hall,Rhodesian,804743937,GA,,,,,,
9368,Crosaire,Rhodesian,804806363,Start,,,,,,
9369,Gaston Thornicroft,Rhodesian,804877226,Start,,,,,,
9370,"James Graham, 7th Duke of Montrose",Rhodesian,805372073,C,,,,,,
9371,Ahrn Palley,Rhodesian,805960143,C,,,,,,
9372,Ian Smith,Rhodesian,806532780,FA,,,,,,
9373,Garfield Todd,Rhodesian,807097467,C,,,,,,
9374,Douglas Hamilton Ritchie,Rhodesian,807159903,C,,,,,,
9375,Godfrey Huggins,Rhodesian,807160082,C,,,,,,
9376,George Hackwill,Rhodesian,807283218,C,,,,,,
9377,Henry Everard,Rhodesian,807425613,Start,,,,,,
9378,John Wrathall,Rhodesian,807425747,C,,,,,,
10155,Mavua Mudima,"Congo, Dem. Rep. of",592289232,Stub,,,,,,
10156,List of provincial governors of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",663088604,Stub,,,,,,
10157,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654,Stub,,,,,,
10158,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214,Stub,,,,,,
10159,Ntumba Luaba,"Congo, Dem. Rep. of",705723187,Stub,,,,,,
10160,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441,Stub,,,,,,
10161,André-Philippe Futa,"Congo, Dem. Rep. of",708009445,Start,,,,,,
10162,Gérard Gifuza,"Congo, Dem. Rep. of",708358969,Stub,,,,,,
10163,Koloso Sumaili,"Congo, Dem. Rep. of",708359204,Stub,,,,,,
10164,Célestin Cibalonza Byaterana,"Congo, Dem. Rep. of",713195149,Stub,,,,,,
10165,Emmanuel Leku Apuobo,"Congo, Dem. Rep. of",713198718,Stub,,,,,,
10166,Kisula Ngoy,"Congo, Dem. Rep. of",713583472,Stub,,,,,,
10167,Jean Collins Musonda Kalusambo,"Congo, Dem. Rep. of",714150941,Stub,,,,,,
10168,Denis Kalume Numbi,"Congo, Dem. Rep. of",714220527,Start,,,,,,
10169,Delphin Kyubwa,"Congo, Dem. Rep. of",718961623,Stub,,,,,,
10170,Sylvain Ngabu Chumbu,"Congo, Dem. Rep. of",720858135,Start,,,,,,
10171,José Endundo Bononge,"Congo, Dem. Rep. of",721206007,Stub,,,,,,
10172,Richard Muyej Mangez,"Congo, Dem. Rep. of",723913158,Stub,,,,,,
10173,Sébastien Impeto Pengo,"Congo, Dem. Rep. of",725141090,Stub,,,,,,
10174,Clovis Kabongo Malemba,"Congo, Dem. Rep. of",733051797,Stub,,,,,,
10175,François Nicéphore Kakese,"Congo, Dem. Rep. of",737533634,Stub,,,,,,
10176,Raymond Ramazani Baya,"Congo, Dem. Rep. of",742707920,Stub,,,,,,
10177,Mulumba Lukoji,"Congo, Dem. Rep. of",743061455,Stub,,,,,,
10178,Alexandre Luba Ntambo,"Congo, Dem. Rep. of",749397818,Stub,,,,,,
10179,Oscar Kashala,"Congo, Dem. Rep. of",749419078,Start,,,,,,
10180,Jean-Marie Runiga Lugerero,"Congo, Dem. Rep. of",750725157,Stub,,,,,,
10181,Christian Malanga,"Congo, Dem. Rep. of",751152656,C,,,,,,
10182,Faustin Birindwa,"Congo, Dem. Rep. of",751361476,Stub,,,,,,
10183,Chikez Diemu,"Congo, Dem. Rep. of",753704394,Stub,,,,,,
10184,Minister of Foreign Affairs (Democratic Republic of the Congo),"Congo, Dem. Rep. of",754344309,Start,,,,,,
10185,Edouard Kiove Kola,"Congo, Dem. Rep. of",756510063,Stub,,,,,,
10186,Daniel Mukoko Samba,"Congo, Dem. Rep. of",757821887,Stub,,,,,,
10187,Germain Kambinga,"Congo, Dem. Rep. of",763943185,Stub,,,,,,
10188,Richard Ndambu Wolang,"Congo, Dem. Rep. of",764771546,Stub,,,,,,
10189,Simon Mbatshi Batshia,"Congo, Dem. Rep. of",764771615,C,,,,,,
10190,José Makila Sumanda,"Congo, Dem. Rep. of",764771652,Stub,,,,,,
10191,Trésor Kapuku Ngoy,"Congo, Dem. Rep. of",764771697,Stub,,,,,,
10192,Charles Mwando Simba,"Congo, Dem. Rep. of",764791046,Stub,,,,,,
10193,Jules Fontaine Sambwa,"Congo, Dem. Rep. of",765570258,Start,,,,,,
10194,Mabi Mulumba,"Congo, Dem. Rep. of",765799138,Stub,,,,,,
10195,N'Singa Udjuu,"Congo, Dem. Rep. of",765799213,Stub,,,,,,
10196,Sultani Makenga,"Congo, Dem. Rep. of",765834828,Stub,,,,,,
10197,Josué Alex Mukendi,"Congo, Dem. Rep. of",765871730,Stub,,,,,,
10198,Raymond Tshibanda,"Congo, Dem. Rep. of",765923988,Start,,,,,,
10199,Banza Mukalay,"Congo, Dem. Rep. of",765924619,Start,,,,,,
10200,Évariste Boshab,"Congo, Dem. Rep. of",765925554,Stub,,,,,,
10201,Marie-Ange Mushobekwa,"Congo, Dem. Rep. of",766647953,Stub,,,,,,
10202,Jean Andeka,"Congo, Dem. Rep. of",768228272,Stub,,,,,,
10203,Aimé Ngoy Mukena,"Congo, Dem. Rep. of",768670214,C,,,,,,
10204,Aimé Boji,"Congo, Dem. Rep. of",772045942,Stub,,,,,,
10205,Léonard Mulamba,"Congo, Dem. Rep. of",772317052,Start,,,,,,
10206,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596,Start,,,,,,
10207,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644,Stub,,,,,,
10208,Vice-Presidents of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",780035740,Stub,,,,,,
10209,Odilon Kafitwe wa pa Bowa,"Congo, Dem. Rep. of",780757242,Start,,,,,,
10210,Louis Alphonse Koyagialo,"Congo, Dem. Rep. of",782350026,Start,,,,,,
10211,Luzolo Bambi Lessa,"Congo, Dem. Rep. of",782618365,Start,,,,,,
10212,Jonas Mukamba Kadiata Nzemba,"Congo, Dem. Rep. of",782825984,Start,,,,,,
10213,Arthur Z'ahidi Ngoma,"Congo, Dem. Rep. of",783354232,Stub,,,,,,
10214,Emile Mota,"Congo, Dem. Rep. of",784182810,Start,,,,,,
10215,Lambert Mende Omalanga,"Congo, Dem. Rep. of",786579616,Stub,,,,,,
10216,Justine Kasa-Vubu,"Congo, Dem. Rep. of",786751925,Start,,,,,,
10217,Cléophas Kamitatu,"Congo, Dem. Rep. of",786874201,C,,,,,,
10218,Jean Nguza Karl-i-Bond,"Congo, Dem. Rep. of",787378464,Start,,,,,,
10219,Adam Bombolé,"Congo, Dem. Rep. of",787602247,Stub,,,,,,
10220,Adolphe Lumanu,"Congo, Dem. Rep. of",787715913,Stub,,,,,,
10221,Adolphe Muzito cabinet,"Congo, Dem. Rep. of",787716080,Start,,,,,,
10222,Justin Marie Bomboko,"Congo, Dem. Rep. of",787797355,Start,,,,,,
10223,Christian Atoki Ileka,"Congo, Dem. Rep. of",787978838,Stub,,,,,,
10224,Paul Joseph Mukungubila Mutombo,"Congo, Dem. Rep. of",788024194,C,,,,,,
10225,Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,Stub,,,,,,
10226,Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,Start,,,,,,
10227,Antipas Mbusa,"Congo, Dem. Rep. of",789437538,Start,,,,,,
10228,Laurent Mbariko,"Congo, Dem. Rep. of",789487250,Start,,,,,,
10229,Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,Start,,,,,,
10230,Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,Start,,,,,,
10231,Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,Start,,,,,,
10232,Anicet Kashamura,"Congo, Dem. Rep. of",790738130,Stub,,,,,,
10233,Sophie Kanza,"Congo, Dem. Rep. of",790942655,Start,,,,,,
10234,Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,Stub,,,,,,
10235,Charles Kisolokele,"Congo, Dem. Rep. of",792037043,Start,,,,,,
10236,Antoine Ghonda,"Congo, Dem. Rep. of",793411567,Start,,,,,,
10237,Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,Start,,,,,,
10238,Paul Bolya,"Congo, Dem. Rep. of",794134715,Start,,,,,,
10239,Freddy Matungulu,"Congo, Dem. Rep. of",796099032,C,,,,,,
10240,Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,C,,,,,,
10241,Munga Mibindo,"Congo, Dem. Rep. of",797435100,Stub,,,,,,
10242,Eric Lenge,"Congo, Dem. Rep. of",797446004,Start,,,,,,
10243,Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,Stub,,,,,,
10244,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA,,,,,,
10245,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub,,,,,,
10246,Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,Stub,,,,,,
10247,Medard Mulangala,"Congo, Dem. Rep. of",798948484,C,,,,,,
10248,Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,Stub,,,,,,
10249,Fernand Kazadi,"Congo, Dem. Rep. of",799328311,Start,,,,,,
10250,Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,Stub,,,,,,
10251,Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,Start,,,,,,
10252,Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,Start,,,,,,
10253,Ekila Liyonda,"Congo, Dem. Rep. of",799913697,Start,,,,,,
10254,Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,Start,,,,,,
10255,Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,Stub,,,,,,
10256,Laurent Nkunda,"Congo, Dem. Rep. of",800298783,C,,,,,,
10257,Christophe Gbenye,"Congo, Dem. Rep. of",800537411,Start,,,,,,
10258,Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,Start,,,,,,
10259,Moïse Tshombe,"Congo, Dem. Rep. of",801110165,C,,,,,,
10260,Godefroid Munongo,"Congo, Dem. Rep. of",801112469,Start,,,,,,
10261,Thomas Kanza,"Congo, Dem. Rep. of",801348128,GA,,,,,,
10262,Joseph Okito,"Congo, Dem. Rep. of",801770255,Start,,,,,,
10263,President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,C,,,,,,
10264,Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,Start,,,,,,
10265,Alphonse Songolo,"Congo, Dem. Rep. of",802154801,C,,,,,,
10266,List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,Start,,,,,,
10267,Jules Mutebusi,"Congo, Dem. Rep. of",802411491,Start,,,,,,
10268,Pierre Mulele,"Congo, Dem. Rep. of",803335436,C,,,,,,
10269,Kasongo Munganga,"Congo, Dem. Rep. of",803421580,C,,,,,,
10270,Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,GA,,,,,,
10271,Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,GA,,,,,,
10272,Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,GA,,,,,,
10273,Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,Stub,,,,,,
10274,Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,C,,,,,,
10275,Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,B,,,,,,
10276,Maurice Mpolo,"Congo, Dem. Rep. of",805086693,C,,,,,,
10277,Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,Start,,,,,,
10278,Germain Katanga,"Congo, Dem. Rep. of",805368981,GA,,,,,,
10279,Daniel Kanza,"Congo, Dem. Rep. of",805523382,Start,,,,,,
10280,Gilbert Pongo,"Congo, Dem. Rep. of",805835265,C,,,,,,
10281,Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,C,,,,,,
10282,Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,Stub,,,,,,
10283,Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,Start,,,,,,
10284,Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,C,,,,,,
10285,List of mayors of Goma,"Congo, Dem. Rep. of",806372703,Stub,,,,,,
10286,Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,Start,,,,,,
10287,Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,Start,,,,,,
10288,André Lubaya,"Congo, Dem. Rep. of",806545614,Start,,,,,,
10289,Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,C,,,,,,
10290,Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,GA,,,,,,
10291,Jason Sendwe,"Congo, Dem. Rep. of",807243537,C,,,,,,
10292,Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,Stub,,,,,,
10293,Patrice Lumumba,"Congo, Dem. Rep. of",807273861,FA,,,,,,
15681,"List of members of the parliament of East Timor, 2001–07",East Timorese,638566016,Start,,,,,,
15682,José Abel,East Timorese,699698855,Stub,,,,,,
15683,Rogerio Lobato,East Timorese,712249441,Start,,,,,,
15684,Manuel Magalhaes de Oliveira,East Timorese,720011934,Stub,,,,,,
15685,João Viegas Carrascalão,East Timorese,737687072,Start,,,,,,
15686,Manuel Carrascalão,East Timorese,753061850,Stub,,,,,,
15687,Adalgisa Magno Guterres,East Timorese,755908563,Stub,,,,,,
15688,María do Céu,East Timorese,755908564,Start,,,,,,
15689,Ana Pessoa Pinto,East Timorese,757539934,Stub,,,,,,
15690,Rosa Bonaparte,East Timorese,760534473,Stub,,,,,,
15691,Fernanda Borges,East Timorese,765600414,Stub,,,,,,
15692,Nicolau dos Reis Lobato,East Timorese,772890380,Stub,,,,,,
15693,Adalgisa Ximenes,East Timorese,779579546,Stub,,,,,,
15694,Milena Pires,East Timorese,788017619,Start,,,,,,
15695,Alfredo Pires,East Timorese,788450147,Stub,,,,,,
15696,Mário Viegas Carrascalão,East Timorese,793270640,B,,,,,,
15697,José Abílio Osório Soares,East Timorese,793454583,Start,,,,,,
15698,Roque Rodrigues,East Timorese,796722416,Stub,,,,,,
15699,Avelino Coelho da Silva,East Timorese,796886084,Stub,,,,,,
15700,Manuel Tilman,East Timorese,797040695,Stub,,,,,,
15701,Isabel da Costa Ferreira,East Timorese,797279277,C,,,,,,
15702,Xanana Gusmão,East Timorese,798242613,C,,,,,,
15703,José Luís Guterres,East Timorese,798334210,Start,,,,,,
15704,Arsénio Bano,East Timorese,798969127,Stub,,,,,,
15705,Nino Konis Santana,East Timorese,799059687,Stub,,,,,,
15706,President of East Timor,East Timorese,799570306,Start,,,,,,
15707,Estanislau da Silva,East Timorese,802072802,C,,,,,,
15708,José Ramos-Horta,East Timorese,802765398,C,,,,,,
15709,Fernando de Araújo (East Timorese politician),East Timorese,803043434,C,,,,,,
15710,Taur Matan Ruak,East Timorese,803615826,C,,,,,,
15711,Lúcia Lobato,East Timorese,803664269,Start,,,,,,
15712,Francisco Xavier do Amaral,East Timorese,803969836,C,,,,,,
15713,Vicente Guterres,East Timorese,804966906,Start,,,,,,
15714,Rui Maria de Araújo,East Timorese,805183458,Start,,,,,,
15715,Francisco Guterres,East Timorese,806140876,Start,,,,,,
18088,"List of members of the Løgting, 1974–78",Faroese,643932216,Start,,,,,,
18089,"List of members of the Løgting, 1978–80",Faroese,643932220,Start,,,,,,
18090,"List of members of the Løgting, 1980–84",Faroese,643932225,Start,,,,,,
18091,"List of members of the Løgting, 1984–88",Faroese,643932226,Start,,,,,,
18092,"List of members of the Løgting, 1990–94",Faroese,643932239,Start,,,,,,
18093,"List of members of the Løgting, 1994–98",Faroese,643932242,Start,,,,,,
18094,"List of members of the Løgting, 1998–2002",Faroese,698865505,Start,,,,,,
18095,Tórbjørn Poulsen,Faroese,700400143,Stub,,,,,,
18096,Demmus Hentze,Faroese,701771698,Start,,,,,,
18097,Andrias Christian Evensen,Faroese,714088539,Start,,,,,,
18098,Hákun Djurhuus,Faroese,715330944,Stub,,,,,,
18099,Jógvan Justinusson,Faroese,715490721,Stub,,,,,,
18100,Andrass Samuelsen,Faroese,716137698,Stub,,,,,,
18101,Álvur Kirke,Faroese,721938213,Stub,,,,,,
18102,Rikard Long,Faroese,722336332,Start,,,,,,
18103,Sigurð Joensen,Faroese,722336979,Start,,,,,,
18104,Jógvan Poulsen (1854–1941),Faroese,722590461,Start,,,,,,
18105,Jacob Vestergaard,Faroese,724674137,Start,,,,,,
18106,Johan Simonsen,Faroese,725030656,Stub,,,,,,
18107,Kári P. Højgaard,Faroese,725288194,Start,,,,,,
18108,Kristin Michelsen,Faroese,729422866,C,,,,,,
18109,Lisbeth L. Petersen,Faroese,734668075,Start,,,,,,
18110,Símun av Skarði,Faroese,735578210,Stub,,,,,,
18111,Finnbogi Ísakson,Faroese,748477895,Start,,,,,,
18112,"List of members of the Løgting, 1988–90",Faroese,750074079,Start,,,,,,
18113,Brandur Sandoy,Faroese,750167873,Start,,,,,,
18114,"List of members of the Løgting, 2015–19",Faroese,754952121,Start,,,,,,
18115,"List of members of the Løgting, 2011–15",Faroese,754952298,Start,,,,,,
18116,"List of members of the Løgting, 2008–11",Faroese,754952557,Start,,,,,,
18117,"List of members of the Løgting, 2004–08",Faroese,754952620,Start,,,,,,
18118,"List of members of the Løgting, 2002–04",Faroese,754952690,Start,,,,,,
18119,Bárður á Steig Nielsen,Faroese,756602743,Start,,,,,,
18120,Edmund Joensen,Faroese,756654638,Stub,,,,,,
18121,Jørgen Niclasen,Faroese,756654880,Stub,,,,,,
18122,Jóannes Eidesgaard,Faroese,765947137,Start,,,,,,
18123,Jógvan á Lakjuni,Faroese,765947416,Start,,,,,,
18124,Anfinn Kallsberg,Faroese,773895078,Start,,,,,,
18125,Kaj Leo Johannesen,Faroese,780361487,Start,,,,,,
18126,Rigmor Dam,Faroese,780543271,Start,,,,,,
18127,Hanna Jensen,Faroese,780543417,Start,,,,,,
18128,Sonja Jógvansdóttir,Faroese,780543635,Start,,,,,,
18129,Karin Kjølbro,Faroese,780543692,Start,,,,,,
18130,Jóannes Patursson,Faroese,781915668,Start,,,,,,
18131,Erlendur Patursson,Faroese,784440060,Start,,,,,,
18132,Niels Winther Poulsen,Faroese,789029085,Stub,,,,,,
18133,Bjørt Samuelsen,Faroese,789306157,Start,,,,,,
18134,Jenis av Rana,Faroese,789307497,Start,,,,,,
18135,Heðin Mortensen,Faroese,789307569,Start,,,,,,
18136,Rasmus Effersøe,Faroese,789307632,Start,,,,,,
18137,Trygvi Samuelsen,Faroese,789308387,Start,,,,,,
18138,Eilif Samuelsen,Faroese,789308554,Stub,,,,,,
18139,Jógvan Skorheim,Faroese,789310556,Start,,,,,,
18140,Louis Zachariasen,Faroese,789708924,Start,,,,,,
18141,Annika Olsen,Faroese,792595685,Start,,,,,,
18142,Páll á Reynatúgvu,Faroese,793276089,Start,,,,,,
18143,Atli Dam,Faroese,793277402,Start,,,,,,
18144,Marita Petersen,Faroese,793394960,Start,,,,,,
18145,Pauli Ellefsen,Faroese,796170338,Start,,,,,,
18146,Rasmus Rasmussen (writer),Faroese,796170437,C,,,,,,
18147,Peter Mohr Dam,Faroese,797450160,Stub,,,,,,
18148,Knút Wang,Faroese,797493287,Start,,,,,,
18149,Høgni Hoydal,Faroese,800723683,Start,,,,,,
18150,Kristina Háfoss,Faroese,801638146,Start,,,,,,
18151,Sirið Stenberg,Faroese,802476681,Start,,,,,,
18152,Eyðgunn Samuelsen,Faroese,802515495,Start,,,,,,
18153,Edva Jacobsen,Faroese,802925425,Stub,,,,,,
18154,Aksel V. Johannesen,Faroese,803145744,Start,,,,,,
18155,Djóni í Geil,Faroese,803656387,Start,,,,,,
18156,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,Stub,,,,,,
18157,Annita á Fríðriksmørk,Faroese,806011231,Start,,,,,,
18158,Katrin Kallsberg,Faroese,806909915,Start,,,,,,
18159,H. C .W. Tórgarð,Faroese,807297374,Start,,,,,,
18768,James Bisset (mayor),Cape Colony,647367482,Start,,,,,,
18769,Augustus Joseph Tancred,Cape Colony,651250302,Stub,,,,,,
18770,Johan Conrad Silberbauer,Cape Colony,653467222,Stub,,,,,,
18771,Patrick Goold,Cape Colony,670210734,Start,,,,,,
18772,Andries Botha,Cape Colony,676828191,B,,,,,,
18773,Charles William Hutton,Cape Colony,680205631,C,,,,,,
18774,John Blades Currey,Cape Colony,693624260,Stub,,,,,,
18775,Joseph Orpen,Cape Colony,715016315,C,,,,,,
18776,Klaas Afrikaner,Cape Colony,718462130,Stub,,,,,,
18777,Christian Groepe,Cape Colony,723563811,B,,,,,,
18778,William Hume (Cape politician),Cape Colony,724976433,Start,,,,,,
18779,James Sivewright,Cape Colony,731817397,C,,,,,,
18780,William Downes Griffith,Cape Colony,731908828,Start,,,,,,
18781,John Sweet Distin,Cape Colony,737348283,Start,,,,,,
18782,John Thomas Eustace,Cape Colony,746923352,C,,,,,,
18783,Henry Latham Currey,Cape Colony,757832561,Start,,,,,,
18784,Henry Juta,Cape Colony,765333482,Stub,,,,,,
18785,Simeon Jacobs,Cape Colony,767856232,C,,,,,,
18786,William Schreiner,Cape Colony,771024710,Start,,,,,,
18787,George Strahan,Cape Colony,775481498,Start,,,,,,
18788,John Bardwell Ebden,Cape Colony,776725178,Start,,,,,,
18789,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359,C,,,,,,
18790,Charles Brownlee,Cape Colony,783250295,C,,,,,,
18791,George Cathcart,Cape Colony,784693349,Start,,,,,,
18792,Henry Torrens,Cape Colony,784726341,Start,,,,,,
18793,Frederick Schermbrucker,Cape Colony,784765242,Start,,,,,,
18794,Richard Solomon (Attorney General),Cape Colony,784829553,Start,,,,,,
18795,Walter Hely-Hutchinson,Cape Colony,784862369,Start,,,,,,
18796,Henry White (Cape Treasurer General),Cape Colony,785566972,C,,,,,,
18797,Jacobus Wilhelmus Sauer,Cape Colony,786142993,C,,,,,,
18798,Charles Lennox Stretch,Cape Colony,786803200,Start,,,,,,
18799,John Tengo Jabavu,Cape Colony,786916027,Start,,,,,,
18800,Philip John Stigant,Cape Colony,786972727,Start,,,,,,
18801,Henry Pottinger,Cape Colony,787552653,C,,,,,,
18802,Thomas Charles Scanlen,Cape Colony,788098639,C,,,,,,
18803,Saul Solomon,Cape Colony,788361321,C,,,,,,
18804,Thomas Upington,Cape Colony,788717893,C,,,,,,
18805,Andries Stockenström (judge),Cape Colony,789120101,C,,,,,,
18806,Robert Wynyard,Cape Colony,789258720,C,,,,,,
18807,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,C,,,,,,
18808,Philip Edmond Wodehouse,Cape Colony,792178662,C,,,,,,
18809,Charles Aken Fairbridge,Cape Colony,793643575,Stub,,,,,,
18810,William Howley Goodenough,Cape Colony,794193433,Start,,,,,,
18811,George Thomas Napier,Cape Colony,794346758,Start,,,,,,
18812,William Butler (British Army officer),Cape Colony,794705198,C,,,,,,
18813,"Sir George Yonge, 5th Baronet",Cape Colony,795625420,C,,,,,,
18814,Christoffel Brand,Cape Colony,796352977,C,,,,,,
18815,Henry Barkly,Cape Colony,796646347,C,,,,,,
18816,Lord Charles Somerset,Cape Colony,797029963,Start,,,,,,
18817,Benjamin D'Urban,Cape Colony,797735815,C,,,,,,
18818,John Charles Molteno,Cape Colony,797978795,C,,,,,,
18819,"George Macartney, 1st Earl Macartney",Cape Colony,798165649,C,,,,,,
18820,William Porter (Attorney General),Cape Colony,798383131,C,,,,,,
18821,David Tennant (politician),Cape Colony,798742813,C,,,,,,
18822,Andries Stockenström,Cape Colony,799373837,B,,,,,,
18823,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,C,,,,,,
18824,Charles Henry Darling,Cape Colony,800159179,Start,,,,,,
18825,John Paterson (Cape politician),Cape Colony,800767317,C,,,,,,
18826,John X. Merriman,Cape Colony,801351302,C,,,,,,
18827,Mpilo Walter Benson Rubusana,Cape Colony,801417570,Start,,,,,,
18828,Henry Hugh Clifford,Cape Colony,801856640,C,,,,,,
18829,James Tennant Molteno,Cape Colony,801935094,C,,,,,,
18830,Leander Starr Jameson,Cape Colony,803177433,C,,,,,,
18831,Henry Bartle Frere,Cape Colony,803288472,B,,,,,,
18832,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,C,,,,,,
18833,"Henry Loch, 1st Baron Loch",Cape Colony,803618569,C,,,,,,
18834,Francis Dundas,Cape Colony,803908887,Start,,,,,,
18835,Lowry Cole,Cape Colony,804277547,Start,,,,,,
18836,"Sir David Baird, 1st Baronet",Cape Colony,804362436,C,,,,,,
18837,James Rose Innes,Cape Colony,804497413,GA,,,,,,
18838,Nicolaas Frederic de Waal,Cape Colony,805157563,Stub,,,,,,
18839,"John Charles Molteno, Jr.",Cape Colony,805678535,C,,,,,,
18840,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,C,,,,,,
18841,Gordon Sprigg,Cape Colony,806340214,C,,,,,,
18842,Cecil Rhodes,Cape Colony,806647373,B,,,,,,
18843,George Grey,Cape Colony,807290539,FA,,,,,,
18844,Peregrine Maitland,Cape Colony,807330872,C,,,,,,
18845,Thomas Francis Wade,Cape Colony,807401513,C,,,,,,
23643,"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266,Stub,,,,,,
23644,Park In-won,South Korean,703478926,Stub,,,,,,
23645,Kim Seung-kew,South Korean,716323288,Stub,,,,,,
23646,Seo Young-kyo,South Korean,717405394,Start,,,,,,
23647,Lee Wu-jong,South Korean,723064614,Stub,,,,,,
23648,Yu In-chon,South Korean,760062536,Start,,,,,,
23649,Kim Wan-ju,South Korean,770622878,Stub,,,,,,
23650,Park Yong-jin,South Korean,770623036,Start,,,,,,
23651,Lee Jong-kul,South Korean,770757174,Stub,,,,,,
23652,Shin Ki-ha,South Korean,774367693,Stub,,,,,,
23653,Lee Chunhee,South Korean,775234175,Stub,,,,,,
23654,Ahn Dae-hee,South Korean,775458263,Stub,,,,,,
23655,Ahn Gyu-baek,South Korean,775458608,Start,,,,,,
23656,Park Hong-keun,South Korean,775458639,Start,,,,,,
23657,Ahn Sang-yeong,South Korean,777008205,Stub,,,,,,
23658,Jang Deok-jin,South Korean,777070214,Stub,,,,,,
23659,Kim Jae-soon,South Korean,778915319,Stub,,,,,,
23660,Kim Jin-sun,South Korean,778916810,Stub,,,,,,
23661,Kim Il-ung,South Korean,779544705,Stub,,,,,,
23662,Koo Kyo-hyun,South Korean,779544873,Stub,,,,,,
23663,Ji Sang-wook,South Korean,780227423,Start,,,,,,
23664,Chung Hong-won,South Korean,781133659,Start,,,,,,
23665,Kim Byong-joon,South Korean,781134255,Stub,,,,,,
23666,Hong Ihk-pyo,South Korean,782498395,Start,,,,,,
23667,Jeon Soon-ok,South Korean,782649404,Stub,,,,,,
23668,Lee Hae-chan,South Korean,785317852,Start,,,,,,
23669,Yu Myung-hwan,South Korean,790178486,Stub,,,,,,
23670,Yoon Young-kwan,South Korean,790178940,Start,,,,,,
23671,Yoon Jeung-hyun,South Korean,790179508,Stub,,,,,,
23672,Suh Sang-chul,South Korean,790180349,Start,,,,,,
23673,Bak Maeng-woo,South Korean,790471224,C,,,,,,
23674,Lee Wan-koo,South Korean,791389950,Start,,,,,,
23675,Kim Chang-ryong,South Korean,792037093,Start,,,,,,
23676,Yun Duk-min,South Korean,794638210,Stub,,,,,,
23677,Cheong Yang-seog,South Korean,795546187,Stub,,,,,,
23678,Chin Young,South Korean,795546191,Start,,,,,,
23679,Kim Kwan-yong,South Korean,795546228,Start,,,,,,
23680,Lee Hahn-koo,South Korean,795546245,Stub,,,,,,
