,page,country,rev_id,quality,FIPS,Name,Type,TimeFrame,Data (M),Population
482,Julius Gregr,Czech Republic,395521877,Stub,,,,,,
483,Edvard Gregr,Czech Republic,395526568,Stub,,,,,,
484,Miroslav Poche,Czech Republic,672862914,Stub,,,,,,
485,Vojtěch Mynář,Czech Republic,673008587,Stub,,,,,,
486,Jan Malypetr,Czech Republic,704424304,Stub,,,,,,
487,Emanuel Moravec,Czech Republic,705080136,Start,,,,,,
488,Vladimír Hučín,Czech Republic,707597623,Start,,,,,,
489,Pavla Topolánková,Czech Republic,709676840,Start,,,,,,
490,Josef Barák,Czech Republic,711675761,Stub,,,,,,
491,Antonín Švehla,Czech Republic,712426548,Stub,,,,,,
492,Jakob Marzel Sternberger,Czech Republic,713698544,Stub,,,,,,
493,Alois Anderka,Czech Republic,714174726,Stub,,,,,,
494,Ivan Dejmal,Czech Republic,715467197,Start,,,,,,
495,Franz Macoun,Czech Republic,715640391,Stub,,,,,,
496,Karel Urbánek,Czech Republic,716711851,Stub,,,,,,
497,Vladimír Klokočka,Czech Republic,717429365,Start,,,,,,
498,Jaromír Jermář,Czech Republic,720027362,Stub,,,,,,
499,Artur London,Czech Republic,721736524,Start,,,,,,
500,František Sláma (politician),Czech Republic,722937211,Stub,,,,,,
501,Jan Kubice,Czech Republic,723151837,Stub,,,,,,
502,Kamil Jankovský,Czech Republic,723207013,Stub,,,,,,
503,Václav Vacek,Czech Republic,724691268,Stub,,,,,,
504,Čestmír Císař,Czech Republic,725362978,C,,,,,,
505,Luca Rovinalti,Czech Republic,726666131,Stub,,,,,,
506,Kamil Krofta,Czech Republic,726762194,Start,,,,,,
507,Milan Štěch,Czech Republic,728506208,Stub,,,,,,
508,Antonín Janoušek,Czech Republic,729912438,Stub,,,,,,
509,Bedřich Geminder,Czech Republic,730146355,Stub,,,,,,
510,Karel Domin,Czech Republic,735174171,Start,,,,,,
511,Hubert Ripka,Czech Republic,737562321,Start,,,,,,
512,Tomáš Eduard Šilinger,Czech Republic,741588720,Stub,,,,,,
513,Petr Janyška,Czech Republic,741798984,Stub,,,,,,
514,Jana Juřenčáková,Czech Republic,743423675,Stub,,,,,,
515,Jaromír Nečas,Czech Republic,744448745,Stub,,,,,,
516,Siegfried Taub,Czech Republic,744612257,Start,,,,,,
517,Záviš Kalandra,Czech Republic,746707985,Stub,,,,,,
518,Alois Rašín,Czech Republic,749575931,Start,,,,,,
519,Bedřich Reicin,Czech Republic,749945936,Start,,,,,,
520,Kamil Kalina,Czech Republic,753045804,Stub,,,,,,
521,Richard Sacher,Czech Republic,755428089,Stub,,,,,,
522,Václav Fischer,Czech Republic,756317863,Start,,,,,,
523,Božena Viková-Kunětická,Czech Republic,757336278,Stub,,,,,,
524,Mikuláš of Hus,Czech Republic,758942647,Stub,,,,,,
525,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334,GA,,,,,,
526,Petr Mlsna,Czech Republic,765838180,Stub,,,,,,
527,Antonín Cyril Stojan,Czech Republic,768047769,C,,,,,,
528,František Kubka,Czech Republic,768676716,Stub,,,,,,
529,Josef Pfitzner,Czech Republic,773853256,Start,,,,,,
530,Vladimír Franz,Czech Republic,774595725,C,,,,,,
531,Jan Stocklassa,Czech Republic,776095794,Stub,,,,,,
532,Jaroslav Krejčí,Czech Republic,776197284,Start,,,,,,
533,Libuše Benešová,Czech Republic,776338134,Stub,,,,,,
534,Daniela Filipiová,Czech Republic,776338195,Start,,,,,,
535,Moses Porges von Portheim,Czech Republic,776487173,Start,,,,,,
536,Jan Kasl,Czech Republic,776508129,Start,,,,,,
537,Jiří Kittner,Czech Republic,776509425,Stub,,,,,,
538,Miloslav Vlček,Czech Republic,776513404,Stub,,,,,,
539,Hana Orgoníková,Czech Republic,776513802,Stub,,,,,,
540,Pavel Dostál,Czech Republic,776514175,Start,,,,,,
541,Jiří Lobkowicz,Czech Republic,776751749,Stub,,,,,,
542,Bohuslav Kokotek,Czech Republic,777876483,Stub,,,,,,
543,Alena Hanáková,Czech Republic,778095433,Stub,,,,,,
544,Irena Kočí,Czech Republic,779417455,Stub,,,,,,
545,Martin Netolický,Czech Republic,779417738,Stub,,,,,,
546,David Rath,Czech Republic,779418369,Start,,,,,,
547,Eva Nováková,Czech Republic,779498276,Stub,,,,,,
548,Vojtěch Adam,Czech Republic,779500408,Stub,,,,,,
549,Vlastimil Balín,Czech Republic,779500749,Stub,,,,,,
550,Jiří Dolejš,Czech Republic,779500957,Stub,,,,,,
551,Zuzka Bebarová-Rujbrová,Czech Republic,779501010,Stub,,,,,,
552,Marie Stiborová,Czech Republic,779501096,Start,,,,,,
553,Jiří Svoboda (politician),Czech Republic,779501161,Stub,,,,,,
554,Jiří Čeřovský,Czech Republic,779501654,Stub,,,,,,
555,Jan Korger,Czech Republic,779501783,Stub,,,,,,
556,Kateřina Jacques,Czech Republic,779581127,C,,,,,,
557,Tomáš Chalupa,Czech Republic,779839245,Stub,,,,,,
558,Pavel Blažek,Czech Republic,779839319,Stub,,,,,,
559,Aleš Řebíček,Czech Republic,779839400,Stub,,,,,,
560,Ivan Langer,Czech Republic,779839455,Start,,,,,,
561,Jan Stráský,Czech Republic,779839492,Start,,,,,,
562,Jan Chvojka,Czech Republic,779842639,Stub,,,,,,
563,Marie Benešová,Czech Republic,779847262,Stub,,,,,,
564,Juraj Chmiel,Czech Republic,779847492,Stub,,,,,,
565,Daniela Kovářová,Czech Republic,779847531,Stub,,,,,,
566,Rostislav Vondruška,Czech Republic,779847687,Stub,,,,,,
567,Martin Štěpánek (actor),Czech Republic,779847799,Start,,,,,,
568,Helena Třeštíková,Czech Republic,779847837,Stub,,,,,,
569,Milena Vicenová,Czech Republic,779847883,Stub,,,,,,
570,Jaroslav Bašta,Czech Republic,779848743,Stub,,,,,,
571,Josef Lux,Czech Republic,779849059,Stub,,,,,,
572,Miroslav Macek,Czech Republic,779849258,Stub,,,,,,
573,Ladislav Miko,Czech Republic,779849694,Stub,,,,,,
574,Džamila Stehlíková,Czech Republic,779849767,Stub,,,,,,
575,Jozef Moravčík,Czech Republic,780051829,Stub,,,,,,
576,Milan Uhde,Czech Republic,780321961,Stub,,,,,,
577,František Pitra,Czech Republic,780534080,Stub,,,,,,
578,Oldřich Černík,Czech Republic,780534267,Stub,,,,,,
579,Otakar Motejl,Czech Republic,780868492,Start,,,,,,
580,Ludwig Czech,Czech Republic,780887131,Stub,,,,,,
581,Rudolf Beran,Czech Republic,780921783,Start,,,,,,
582,Victor Adler,Czech Republic,782058966,Start,,,,,,
583,Emil Beier,Czech Republic,782384016,Stub,,,,,,
584,Bruno Kafka,Czech Republic,783065752,Stub,,,,,,
585,Martin Mejstřík,Czech Republic,783737915,Stub,,,,,,
586,Vlastimil Tusar,Czech Republic,784145485,Start,,,,,,
587,Petr Bendl,Czech Republic,784826685,Start,,,,,,
588,Petr Gandalovič,Czech Republic,784826720,Start,,,,,,
589,Tomáš Vandas,Czech Republic,784968648,Start,,,,,,
590,Robert Mayr-Harting,Czech Republic,785085345,Stub,,,,,,
591,Karel Havlíček Borovský,Czech Republic,785407597,C,,,,,,
592,Jan Černý,Czech Republic,786162238,Start,,,,,,
593,Josef Frank (politician),Czech Republic,786399604,Stub,,,,,,
594,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217,Start,,,,,,
595,Luboš Dobrovský,Czech Republic,787952395,Stub,,,,,,
596,Bedřich Moldan,Czech Republic,787952868,Stub,,,,,,
597,Martin Palouš,Czech Republic,788015952,Start,,,,,,
598,Hermann Zwierzina,Czech Republic,788121309,Stub,,,,,,
599,Eduard Zeman,Czech Republic,788178766,Stub,,,,,,
600,Richard Bienert,Czech Republic,788410657,Start,,,,,,
601,Václav Hampl,Czech Republic,789102318,Start,,,,,,
602,Miroslav Grebeníček,Czech Republic,789546047,Stub,,,,,,
603,Vlasta Štěpová,Czech Republic,789546066,Stub,,,,,,
604,Egon Lánský,Czech Republic,789546079,Start,,,,,,
605,Antonín Prachař,Czech Republic,789546102,Stub,,,,,,
606,Milan Horálek,Czech Republic,789546147,Stub,,,,,,
607,Antonín Novotný,Czech Republic,790372008,C,,,,,,
608,Zuzana Brzobohatá,Czech Republic,790608148,Stub,,,,,,
609,Alena Palečková,Czech Republic,790608180,Stub,,,,,,
610,Zuzana Roithová,Czech Republic,790608186,Start,,,,,,
611,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,Stub,,,,,,
612,Martin Jahn,Czech Republic,791374581,Start,,,,,,
613,Pavel Rychetský,Czech Republic,792417439,Stub,,,,,,
614,Gustáv Slamečka,Czech Republic,792476721,Start,,,,,,
615,Edvard Kožušník,Czech Republic,793087579,Stub,,,,,,
616,Jan Masaryk,Czech Republic,793642926,C,,,,,,
617,Jan Koukal,Czech Republic,794146543,Stub,,,,,,
618,Pavel Bém,Czech Republic,794995687,Start,,,,,,
619,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,C,,,,,,
620,Vít Bárta,Czech Republic,795377941,Stub,,,,,,
621,Karl Kautsky,Czech Republic,795807571,C,,,,,,
622,Karl von Czyhlarz,Czech Republic,795809115,Stub,,,,,,
623,Václav Fresl,Czech Republic,796253432,Stub,,,,,,
624,Josef Václav Frič,Czech Republic,796403608,Start,,,,,,
625,Tomáš Zdechovský,Czech Republic,796749458,C,,,,,,
626,Andrea Češková,Czech Republic,796751775,Stub,,,,,,
627,Dana Kuchtová,Czech Republic,796752629,Stub,,,,,,
628,Rudolf Margolius,Czech Republic,796825099,C,,,,,,
629,František Ladislav Rieger,Czech Republic,797539957,C,,,,,,
630,Petr Mach,Czech Republic,797842545,Start,,,,,,
631,Jaroslava Moserová,Czech Republic,798490261,Start,,,,,,
632,Vávra Suk,Czech Republic,798648973,Stub,,,,,,
633,Vojtěch Náprstek,Czech Republic,798686948,C,,,,,,
634,Lubomír Štrougal,Czech Republic,798705619,Start,,,,,,
635,Jan Krejčí,Czech Republic,798796793,B,,,,,,
636,Radek John,Czech Republic,798944631,Stub,,,,,,
637,Jan Jesenius,Czech Republic,799301686,C,,,,,,
638,Josef Ježek,Czech Republic,800555146,Start,,,,,,
639,Jana Bobošíková,Czech Republic,800754664,Start,,,,,,
640,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,Start,,,,,,
641,Viktor Dyk,Czech Republic,800925236,C,,,,,,
642,Alois Jirásek,Czech Republic,800925518,C,,,,,,
643,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,Start,,,,,,
644,Adriana Krnáčová,Czech Republic,801972898,Start,,,,,,
645,Ondřej Liška,Czech Republic,802013967,Stub,,,,,,
646,Marcel Chládek,Czech Republic,802054500,Stub,,,,,,
647,Miroslava Kopicová,Czech Republic,802055280,Stub,,,,,,
648,Milan Chovanec,Czech Republic,802060218,Stub,,,,,,
649,František Bublan,Czech Republic,802060471,Stub,,,,,,
650,Jiří Dienstbier Jr.,Czech Republic,802069244,C,,,,,,
651,Táňa Fischerová,Czech Republic,802360196,C,,,,,,
652,Václav Jehlička,Czech Republic,802365998,Stub,,,,,,
653,Viliam Široký,Czech Republic,802416926,Stub,,,,,,
654,Miroslav Lidinský,Czech Republic,802531379,Start,,,,,,
655,Petr Cibulka,Czech Republic,802834939,Start,,,,,,
656,Anna Šabatová,Czech Republic,802875800,Stub,,,,,,
657,Adolph Aloys von Braun,Czech Republic,803332354,C,,,,,,
658,Dana Bérová,Czech Republic,803438779,Stub,,,,,,
659,František Palacký,Czech Republic,803658529,C,,,,,,
660,Miroslav Kostelka,Czech Republic,803709959,Stub,,,,,,
661,Martin Barták,Czech Republic,803793256,Stub,,,,,,
662,Karolína Peake,Czech Republic,803794383,Start,,,,,,
663,Petr Ježek,Czech Republic,803983301,Start,,,,,,
664,Pavel Fischer,Czech Republic,804582256,Stub,,,,,,
665,Eva Tylová,Czech Republic,804591494,Stub,,,,,,
666,Dana Jurásková,Czech Republic,804715205,Stub,,,,,,
667,Svatopluk Němeček,Czech Republic,804715467,Stub,,,,,,
668,Richard Brabec,Czech Republic,804820949,Stub,,,,,,
669,Jan Fischer (politician),Czech Republic,804868436,C,,,,,,
670,Martin Pecina,Czech Republic,804869147,Stub,,,,,,
671,Vlasta Parkanová,Czech Republic,804871394,Stub,,,,,,
672,Martin Bursík,Czech Republic,804879673,Start,,,,,,
673,Lubomír Zaorálek,Czech Republic,805037426,Start,,,,,,
674,Radola Gajda,Czech Republic,805084705,C,,,,,,
675,Karel Schwarzenberg,Czech Republic,805176779,C,,,,,,
676,Vlasta Svobodová,Czech Republic,805179298,Stub,,,,,,
677,Ondřej Přikryl,Czech Republic,805352758,Start,,,,,,
678,Milada Horáková,Czech Republic,805439919,C,,,,,,
679,Martin Holcát,Czech Republic,805824502,Stub,,,,,,
680,Alena Dernerová,Czech Republic,805946007,Stub,,,,,,
681,Marian Jurečka,Czech Republic,806049453,Stub,,,,,,
682,Pavel Bělobrádek,Czech Republic,806085100,Stub,,,,,,
683,Dan Ťok,Czech Republic,806231200,Stub,,,,,,
684,Jiří Dienstbier,Czech Republic,806490518,Stub,,,,,,
685,Rudolf Slánský,Czech Republic,806504904,C,,,,,,
686,Alexandr Vondra,Czech Republic,806537585,C,,,,,,
687,Jaroslav Šedivý,Czech Republic,806538241,Stub,,,,,,
688,Cyril Svoboda,Czech Republic,806538320,C,,,,,,
689,Jan Kohout,Czech Republic,806539480,Stub,,,,,,
690,Miloš Vystrčil,Czech Republic,806558617,Stub,,,,,,
691,Alois Eliáš,Czech Republic,806566913,C,,,,,,
692,Jan Skopeček (politician),Czech Republic,806569308,Stub,,,,,,
693,Miloslav Ludvík,Czech Republic,806586185,Stub,,,,,,
694,Martin Kupka,Czech Republic,806636602,Stub,,,,,,
695,Matěj Stropnický,Czech Republic,806650264,Stub,,,,,,
696,Petr Šimerka,Czech Republic,806669645,Stub,,,,,,
697,Jaromír Drábek,Czech Republic,806669709,Stub,,,,,,
698,Ludmila Müllerová,Czech Republic,806669752,Stub,,,,,,
699,Jan Veleba (politician),Czech Republic,806672899,Stub,,,,,,
700,František Ringo Čech,Czech Republic,806673245,Stub,,,,,,
701,Michaela Marksová,Czech Republic,806673585,Stub,,,,,,
702,Robert Pelikán,Czech Republic,806708361,Stub,,,,,,
703,Karla Šlechtová,Czech Republic,806708532,Stub,,,,,,
704,Stanislav Gross,Czech Republic,806720477,C,,,,,,
705,Martin Stropnický,Czech Republic,806729653,Stub,,,,,,
706,Leoš Heger,Czech Republic,806751902,Stub,,,,,,
707,Bohuslav Svoboda,Czech Republic,806850638,Stub,,,,,,
708,Miroslava Němcová,Czech Republic,806876791,Stub,,,,,,
709,Zbyněk Stanjura,Czech Republic,806900987,Stub,,,,,,
710,Drahomíra Miklošová,Czech Republic,806988445,Stub,,,,,,
711,Václav Klaus Jr.,Czech Republic,806991412,C,,,,,,
712,Dominik Feri,Czech Republic,807058182,Start,,,,,,
713,Alexandra Udženija,Czech Republic,807102237,Stub,,,,,,
714,Ivan Pilný,Czech Republic,807333095,Stub,,,,,,
715,Marta Semelová,Czech Republic,807334610,Stub,,,,,,
716,Daniel Herman,Czech Republic,807334657,Start,,,,,,
717,Jan Hamáček,Czech Republic,807353609,Stub,,,,,,
718,Michal Horáček,Czech Republic,807358143,C,,,,,,
719,Václav Klaus,Czech Republic,807382193,C,,,,,,
720,Martin Kuba,Czech Republic,807394304,Stub,,,,,,
721,Martin Říman,Czech Republic,807394725,Stub,,,,,,
722,Kateřina Valachová,Czech Republic,807399097,Stub,,,,,,
723,Vladimír Tošovský,Czech Republic,807415625,Stub,,,,,,
724,Pavel Svoboda,Czech Republic,807416099,Start,,,,,,
725,Petr Fiala,Czech Republic,807420515,Start,,,,,,
726,Vladimír Špidla,Czech Republic,807462107,C,,,,,,
9190,Timoteo Menéndez,Salvadoran,566504165,Stub,,,,,,
9191,Joaquín Escolán y Balibrera,Salvadoran,679294949,Stub,,,,,,
9192,Fermín Palacios,Salvadoran,705353491,Stub,,,,,,
9193,Eugenio Aguilar,Salvadoran,705353565,Stub,,,,,,
9194,Tomás Medina,Salvadoran,705353584,Stub,,,,,,
9195,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647,Stub,,,,,,
9196,Vicente Gómez,Salvadoran,705353678,Stub,,,,,,
9197,Lorenzo Zepeda,Salvadoran,705353843,Stub,,,,,,
9198,José María Peralta,Salvadoran,705353896,Stub,,,,,,
9199,Francisco Menéndez,Salvadoran,705353975,Stub,,,,,,
9200,Pedro José Escalón,Salvadoran,705354095,Stub,,,,,,
9201,Fernando Figueroa,Salvadoran,705354112,Stub,,,,,,
9202,Carlos Meléndez (politician),Salvadoran,705354212,Stub,,,,,,
9203,Fabio Castillo Figueroa,Salvadoran,705385310,Stub,,,,,,
9204,Ricardo Montenegro,Salvadoran,706769596,Stub,,,,,,
9205,Rafael Campo,Salvadoran,707399758,Start,,,,,,
9206,Miguel Santín del Castillo,Salvadoran,707400213,Stub,,,,,,
9207,Osmín Aguirre y Salinas,Salvadoran,707403482,Stub,,,,,,
9208,Eusebio Rodolfo Cordón Cea,Salvadoran,707404888,Stub,,,,,,
9209,Juan José Guzmán,Salvadoran,707519272,Stub,,,,,,
9210,Juan José Cañas,Salvadoran,708089470,Stub,,,,,,
9211,José Gregorio Salazar,Salvadoran,710543364,Start,,,,,,
9212,Diego Vigil Cocaña,Salvadoran,710555824,Start,,,,,,
9213,Nicolás Espinoza,Salvadoran,710578840,Start,,,,,,
9214,Pedro Barriere,Salvadoran,710677703,Start,,,,,,
9215,Joaquín de San Martín,Salvadoran,710828020,Start,,,,,,
9216,José Félix Quirós,Salvadoran,714256648,Stub,,,,,,
9217,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674,Stub,,,,,,
9218,Aníbal Portillo,Salvadoran,720419598,Stub,,,,,,
9219,José Francisco Valiente,Salvadoran,720478176,Stub,,,,,,
9220,Diego de Holguín,Salvadoran,720623176,Stub,,,,,,
9221,Sigfrido Reyes Morales,Salvadoran,720633452,Start,,,,,,
9222,Manuel Enrique Araujo,Salvadoran,723277343,Start,,,,,,
9223,Joaquín Eufrasio Guzmán,Salvadoran,730854147,Stub,,,,,,
9224,Francisco Malespín,Salvadoran,730864227,Stub,,,,,,
9225,Rodrigo Ávila,Salvadoran,733791467,Start,,,,,,
9226,Mario Aguiñada Carranza,Salvadoran,736491718,Start,,,,,,
9227,David Rodríguez Rivera,Salvadoran,738362225,Start,,,,,,
9228,Carlos Ezeta,Salvadoran,741190933,Stub,,,,,,
9229,Andrés Ignacio Menéndez,Salvadoran,742279612,Stub,,,,,,
9230,Gerardo Barrios,Salvadoran,743252984,Start,,,,,,
9231,Rubén Zamora,Salvadoran,748418081,Start,,,,,,
9232,Antonio José Cañas,Salvadoran,749973666,Start,,,,,,
9233,José Atilio Benítez Parada,Salvadoran,749976455,Stub,,,,,,
9234,Violeta Menjívar,Salvadoran,757618572,Start,,,,,,
9235,Santiago González (politician),Salvadoran,757977772,Stub,,,,,,
9236,Rosa Amelia Guzmán,Salvadoran,758287489,Start,,,,,,
9237,Gloria Salguero Gross,Salvadoran,758288293,C,,,,,,
9238,David Joaquín Guzmán,Salvadoran,765528693,Start,,,,,,
9239,Francisco Gómez (El Salvador President),Salvadoran,766757526,Start,,,,,,
9240,Francisco Dueñas,Salvadoran,769575358,Stub,,,,,,
9241,Rafael Zaldívar,Salvadoran,770682721,Start,,,,,,
9242,Óscar Ortiz (El Salvador),Salvadoran,774857245,Stub,,,,,,
9243,José Damián Villacorta,Salvadoran,777601256,Start,,,,,,
9244,José Escolástico Marín,Salvadoran,777602660,Stub,,,,,,
9245,José María Cornejo,Salvadoran,777612972,Start,,,,,,
9246,José María Peralta Lagos,Salvadoran,777613551,Stub,,,,,,
9247,José María San Martín,Salvadoran,777613737,Start,,,,,,
9248,José María Silva,Salvadoran,777613786,Start,,,,,,
9249,Juan Manuel Rodríguez,Salvadoran,777685186,Start,,,,,,
9250,Juan Vicente Villacorta Díaz,Salvadoran,777698313,Start,,,,,,
9251,Juan José Daboub,Salvadoran,778564487,C,,,,,,
9252,José Arturo Vásquez Machado,Salvadoran,779894617,Stub,,,,,,
9253,Andrés del Valle,Salvadoran,779931580,Start,,,,,,
9254,Lilian Mercedes Letona,Salvadoran,780552804,Start,,,,,,
9255,Carlos Quintanilla Schmidt,Salvadoran,780701356,Stub,,,,,,
9256,Enrique Álvarez Córdova,Salvadoran,781102914,Stub,,,,,,
9257,Arturo Araujo,Salvadoran,782520448,Stub,,,,,,
9258,Rubén Alonso Rosales,Salvadoran,782652818,Start,,,,,,
9259,Mariano Prado,Salvadoran,783472679,Start,,,,,,
9260,Pío Romero Bosque,Salvadoran,784506431,Stub,,,,,,
9261,Alfonso Quiñónez Molina,Salvadoran,785229840,Stub,,,,,,
9262,Jorge Meléndez,Salvadoran,786063735,Stub,,,,,,
9263,Carmen Elena Figueroa,Salvadoran,786068145,Stub,,,,,,
9264,Felipe Codallos,Salvadoran,786492357,Stub,,,,,,
9265,Tomás Regalado (Salvadoran politician),Salvadoran,786492366,Stub,,,,,,
9266,Alfredo Cristiani,Salvadoran,788447923,C,,,,,,
9267,Óscar Osorio,Salvadoran,791821555,Start,,,,,,
9268,Lourdes Rodríguez de Flores,Salvadoran,791907279,Stub,,,,,,
9269,Álvaro Magaña,Salvadoran,791907345,Stub,,,,,,
9270,Salvador Castaneda Castro,Salvadoran,791911972,B,,,,,,
9271,Julio Adalberto Rivera Carballo,Salvadoran,792385744,Start,,,,,,
9272,Carlos Salazar Castro,Salvadoran,793184472,Start,,,,,,
9273,Maximiliano Hernández Martínez,Salvadoran,793642670,C,,,,,,
9274,Reynaldo Galindo Pohl,Salvadoran,794052085,Stub,,,,,,
9275,Ciro Cruz Zepeda,Salvadoran,794459622,Start,,,,,,
9276,Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,Start,,,,,,
9277,Carlos Humberto Romero,Salvadoran,794988963,Start,,,,,,
9278,Ana María,Salvadoran,795573859,Start,,,,,,
9279,Arturo Armando Molina,Salvadoran,796131598,Stub,,,,,,
9280,Carlos Eugenio Vides Casanova,Salvadoran,797151261,C,,,,,,
9281,Miguel Álvarez Castro,Salvadoran,798306895,Stub,,,,,,
9282,José Guillermo García,Salvadoran,798460321,Start,,,,,,
9283,Marisol Argueta de Barillas,Salvadoran,798896224,Start,,,,,,
9284,René Emilio Ponce,Salvadoran,799918049,Stub,,,,,,
9285,Guillermo Ungo,Salvadoran,800478736,Stub,,,,,,
9286,Antonio Saca,Salvadoran,802075785,C,,,,,,
9287,Hugo Lindo,Salvadoran,802944082,Start,,,,,,
9288,Schafik Handal,Salvadoran,803674894,Start,,,,,,
9289,Ana Vilma de Escobar,Salvadoran,803927035,C,,,,,,
9290,Juan Lindo,Salvadoran,804134156,Start,,,,,,
9291,Mauricio Funes,Salvadoran,804528819,GA,,,,,,
9292,Vice President of El Salvador,Salvadoran,804538892,Start,,,,,,
9293,Francisco Flores Pérez,Salvadoran,804606321,C,,,,,,
9294,José Napoleón Duarte,Salvadoran,804809409,C,,,,,,
9295,Armando Calderón Sol,Salvadoran,804991452,Start,,,,,,
9296,Fidel Sánchez Hernández,Salvadoran,805353238,Start,,,,,,
9297,Rafael Antonio Gutiérrez,Salvadoran,805474907,Start,,,,,,
9298,Irma Dimas,Salvadoran,806010405,Start,,,,,,
9299,Manuel José Arce,Salvadoran,806057984,Start,,,,,,
9300,President of El Salvador,Salvadoran,806101149,Stub,,,,,,
9301,José Matías Delgado,Salvadoran,806731535,C,,,,,,
9302,Vanda Pignato,Salvadoran,806958982,B,,,,,,
9303,José María Lemus,Salvadoran,807175924,Stub,,,,,,
9304,Salvador Sánchez Cerén,Salvadoran,807210786,C,,,,,,
9305,Gervas Clay,Rhodesian,574571582,Stub,,,,,,
9306,Harry Davies (politician),Rhodesian,669387487,Start,,,,,,
9307,William Fairbridge,Rhodesian,682576258,Start,,,,,,
9308,Washington Malianga,Rhodesian,711506001,Stub,,,,,,
9309,Ronald Snapper,Rhodesian,712233907,Stub,,,,,,
9310,Gerald B. Clarke,Rhodesian,747497059,Stub,,,,,,
9311,Francis Chaplin,Rhodesian,763530115,Stub,,,,,,
9312,Roger Hawkins (politician),Rhodesian,763533706,Start,,,,,,
9313,George Mitchell (Rhodesia),Rhodesian,763540238,Stub,,,,,,
9314,John Landau,Rhodesian,763870152,Stub,,,,,,
9315,Byron Hove,Rhodesian,763951988,Start,,,,,,
9316,Hilary Squires,Rhodesian,766847256,Stub,,,,,,
9317,Cecil Dennistoun Burney,Rhodesian,774837666,Stub,,,,,,
9318,Mark Partridge,Rhodesian,780260926,Stub,,,,,,
9319,Prime Minister of Rhodesia,Rhodesian,782602484,Start,,,,,,
9320,Leo Cardwell Ross,Rhodesian,783150296,Start,,,,,,
9321,Josiah Gondo,Rhodesian,783150589,C,,,,,,
9322,Dunduzu Chisiza,Rhodesian,783301534,B,,,,,,
9323,Allan Ross Welsh,Rhodesian,784562559,C,,,,,,
9324,John Moore Caldicott,Rhodesian,784757829,Start,,,,,,
9325,John Ralph Beaumont,Rhodesian,784758963,Start,,,,,,
9326,Leonard Ray Morgan,Rhodesian,784769027,Start,,,,,,
9327,Raleigh Grey,Rhodesian,784826325,Start,,,,,,
9328,Robert Clarkson Tredgold,Rhodesian,784830601,Start,,,,,,
9329,Robert James Hudson,Rhodesian,784831407,B,,,,,,
9330,William Harper (Rhodesian politician),Rhodesian,784870217,FA,,,,,,
9331,Rowan Cronjé,Rhodesian,784974615,GA,,,,,,
9332,Edgar Whitehead,Rhodesian,786601705,Start,,,,,,
9333,Henry Hamilton Beamish,Rhodesian,786659504,Start,,,,,,
9334,Lionel Cripps,Rhodesian,787105083,Start,,,,,,
9335,A. R. Colquhoun,Rhodesian,787147677,Start,,,,,,
9336,John McChlery,Rhodesian,787854502,Stub,,,,,,
9337,Jeremiah Chirau,Rhodesian,789545107,Stub,,,,,,
9338,Winston Field,Rhodesian,789689591,C,,,,,,
9339,Howard Unwin Moffat,Rhodesian,790010191,Start,,,,,,
9340,Ken Flower,Rhodesian,794528943,Start,,,,,,
9341,Andrew Skeen (Rhodesia),Rhodesian,795348776,Stub,,,,,,
9342,Hugh Beadle,Rhodesian,795369277,FA,,,,,,
9343,Hugh Marshall Hole,Rhodesian,795483112,Start,,,,,,
9344,Roy Welensky,Rhodesian,797314307,FA,,,,,,
9345,Abel Muzorewa,Rhodesian,797407618,C,,,,,,
9346,Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,Start,,,,,,
9347,Jack Howman,Rhodesian,798384751,Stub,,,,,,
9348,Ethel Tawse Jollie,Rhodesian,798492985,Start,,,,,,
9349,Alan David Butler,Rhodesian,799332728,Start,,,,,,
9350,Jack William Pithey,Rhodesian,799548505,Start,,,,,,
9351,President of Rhodesia,Rhodesian,799548556,C,,,,,,
9352,Denis Walker,Rhodesian,799608339,C,,,,,,
9353,James Cowden,Rhodesian,800407772,Stub,,,,,,
9354,Herbert Chitepo,Rhodesian,800416336,C,,,,,,
9355,Thomas Nangle,Rhodesian,800479460,Start,,,,,,
9356,Timothy Stamps,Rhodesian,800986051,C,,,,,,
9357,Sam Levy,Rhodesian,801716406,Start,,,,,,
9358,Humphrey Gibbs,Rhodesian,801718040,C,,,,,,
9359,P. K. van der Byl,Rhodesian,801795215,FA,,,,,,
9360,Clifford Dupont,Rhodesian,801876681,C,,,,,,
9361,Lance Smith (politician),Rhodesian,802151785,GA,,,,,,
9362,Desmond Lardner-Burke,Rhodesian,802930161,B,,,,,,
9363,John Bredenkamp,Rhodesian,803620246,C,,,,,,
9364,Frank Rhodes (British Army officer),Rhodesian,804040348,Start,,,,,,
